move,waitedResult,optionChosen,movementTime
1,1,0,50.838410
2,2,2,4.057709
3,1,0,3.016205
4,1,1,0.941101
5,2,0,2.009918
6,1,2,1.641998
7,1,1,0.971710
8,2,1,1.917389
9,0,0,2.923279
10,1,0,1.423676
11,2,2,0.720215
12,1,1,1.255981
13,1,1,1.269806
14,2,2,1.126190
15,0,0,1.286896
16,1,2,2.798706
17,2,1,1.384888
18,0,2,1.138794
19,1,0,0.384796
20,2,1,2.091827
21,0,2,1.724915
22,1,0,0.787109
23,2,1,0.670685
24,0,1,0.351624
25,1,2,1.743683
26,2,2,1.407227
27,0,2,1.088593
28,1,0,0.836700
29,2,1,0.553619
30,1,2,1.913300
31,1,0,0.820404
32,2,1,0.502594
33,0,2,0.652802
34,1,2,0.958405
35,2,1,2.279114
36,0,2,0.391388
37,1,2,0.853699
38,2,2,0.518890
39,0,2,14.088500
40,1,0,2.822906
41,2,0,0.769318
42,0,2,2.824585
43,1,2,0.480194
44,2,1,0.487701
45,0,2,2.008728
46,1,2,0.826294
47,2,2,0.617889
48,1,1,10.928410
49,1,0,2.710999
50,2,0,0.671082
51,0,1,0.734680
52,1,1,0.318207
53,2,2,3.199615
54,0,2,0.635498
55,1,0,1.607208
56,2,1,2.863800
57,0,1,1.526398
58,1,2,1.072296
59,2,2,0.670105
60,0,0,2.395416
61,1,2,1.574982
62,2,0,0.988403
63,0,1,0.603394
64,1,0,0.737000
65,2,2,0.604889
66,0,2,0.887390
67,1,0,0.869812
68,2,2,1.677002
69,0,0,0.970123
70,1,1,0.519470
71,2,2,1.073425
72,0,0,1.121796
73,1,1,0.518677
74,2,2,0.585510
75,0,0,0.402344
76,1,1,0.350891
77,2,2,0.417664
78,1,0,0.418518
79,1,0,1.006042
80,2,0,0.605591
81,1,1,1.541809
82,1,1,0.820618
83,2,1,0.838562
84,1,2,1.155151
85,1,0,0.536072
86,2,0,0.402588
87,0,1,2.428528
88,1,1,0.384460
89,2,2,1.222900
90,0,2,1.240112
91,1,0,1.404480
92,2,1,0.988281
93,0,2,1.039490
94,1,2,1.223999
95,2,2,0.399780
96,0,2,1.122131
97,1,2,0.418701
98,2,2,0.452271
99,0,2,0.654541
100,1,0,0.905884
101,2,0,0.804504
102,1,0,1.038086
103,1,0,0.656311
104,2,0,0.687500
105,0,0,0.720703
106,1,1,0.889099
107,2,1,0.752686
108,1,2,0.888550
109,1,0,0.870117
110,2,1,0.954224
111,1,2,1.240112
112,1,2,1.257080
113,2,2,0.870239
114,1,0,1.256592
115,1,1,1.055298
116,2,0,2.077087
117,0,2,1.289429
118,1,2,0.853088
119,2,2,0.821777
120,0,2,0.853577
121,1,0,0.616272
122,2,0,0.720703
123,1,0,0.468811
124,1,1,1.507568
125,2,2,1.895020
126,0,1,1.406006
127,1,1,1.037476
128,2,0,1.089294
129,0,2,1.356506
130,1,2,13.990230
131,2,0,1.959839
132,0,0,1.273071
133,1,2,2.260681
134,2,2,0.853455
135,1,1,0.569580
136,1,1,1.173767
137,2,0,1.114868
138,0,2,0.586853
139,1,2,0.518494
140,2,2,0.434204
141,0,1,0.752380
142,1,1,0.450684
143,2,1,2.563843
144,1,2,0.988525
145,1,2,1.658997
146,2,2,1.273010
147,0,0,3.117676
148,1,1,1.173279
149,2,0,1.992310
150,0,2,0.654480
151,1,1,1.893311
152,2,0,2.110596
153,0,2,2.059814
154,1,1,1.741516
155,2,0,2.613586
156,0,2,1.037598
157,1,2,0.905212
158,2,2,1.659790
159,0,2,1.289917
160,1,0,1.088257
161,2,1,0.434143
162,0,1,0.302002
163,1,1,0.286987
164,2,0,1.493103
165,1,0,1.248108
166,1,1,0.503601
167,2,0,1.039185
168,0,2,1.138794
169,1,2,1.592224
170,2,1,1.038696
171,0,0,1.775635
172,1,1,1.424988
173,2,2,0.922363
174,0,0,1.507324
175,1,1,1.020691
176,2,2,1.306580
177,0,0,0.720154
178,1,1,0.570190
179,2,2,0.567139
180,0,0,0.285095
181,1,1,0.619629
182,2,2,0.469116
183,0,0,0.452515
184,1,1,0.518738
185,2,2,0.435547
186,0,0,0.470459
187,1,1,0.048950
188,2,2,0.385193
189,1,0,0.067078
190,1,1,3.985718
191,2,2,0.870361
192,1,0,0.569702
193,1,1,1.089172
194,2,2,0.637146
195,0,0,0.871521
196,1,1,0.489075
197,2,2,0.535584
198,0,0,0.418518
199,1,1,0.904419
200,2,2,0.487122
201,1,0,0.703491
202,1,1,3.433777
203,2,2,0.653870
204,0,0,0.887695
205,1,1,0.887756
206,2,2,0.704468
207,0,0,0.838562
208,1,1,0.486694
209,2,2,0.753357
210,0,0,0.452576
211,1,1,0.347229
212,2,2,0.218933
213,0,0,0.468811
214,1,1,0.334717
215,2,2,0.183106
216,0,0,0.719788
217,1,1,0.301697
218,2,2,0.350586
219,1,0,0.319153
220,1,1,3.048706
221,2,2,0.602600
222,1,0,0.736206
223,1,2,1.776123
224,2,2,1.175598
225,1,2,0.954041
226,1,2,0.520142
227,2,2,0.603882
228,0,1,0.872315
229,1,1,0.419434
230,2,0,0.989502
231,0,2,2.060913
232,1,2,0.350830
233,2,2,0.451721
234,0,2,0.317200
235,1,2,0.738281
236,2,2,0.703003
237,0,1,1.322144
238,1,1,0.099121
239,2,2,1.190613
240,0,0,1.054871
241,1,1,0.569153
242,2,2,0.483215
243,1,0,0.737427
244,1,0,2.295898
245,2,1,0.284668
246,0,2,0.251221
247,1,2,0.552124
248,2,2,0.386719
249,0,2,0.383362
250,1,2,6.484131
251,2,0,2.396912
252,0,0,2.027283
253,1,1,0.654114
254,2,2,0.871277
255,1,0,1.104614
256,1,0,1.407654
257,2,1,0.936707
258,0,2,0.100403
259,1,2,0.720825
260,2,2,0.369446
261,0,2,0.285278
262,1,1,0.989807
