move,waitedResult,optionChosen,movementTime
1,1,1,5.648499
2,2,2,3.194305
3,0,0,2.724792
4,1,1,1.620911
5,2,2,1.622299
6,0,1,1.304306
7,1,0,2.693100
8,2,2,1.906097
9,0,0,2.575104
10,1,1,3.145004
11,2,2,3.159897
12,0,0,2.308502
13,1,1,2.691406
14,2,2,2.306290
15,0,0,3.244598
16,1,1,1.606003
17,2,2,2.759399
18,1,1,2.158401
19,1,0,2.090912
20,2,0,2.207397
21,0,0,1.720490
22,1,2,1.587692
23,2,1,1.202789
24,0,1,1.605698
25,1,1,1.421799
26,2,2,1.923706
27,1,0,1.404205
28,1,1,2.074905
29,2,0,2.908005
30,0,2,2.876495
31,1,1,1.287689
32,2,0,3.462204
33,1,0,2.475494
34,1,1,0.987595
35,2,0,2.207504
36,1,0,2.358688
37,1,0,1.672913
38,2,1,0.952972
39,0,1,3.294403
40,1,1,1.486908
41,2,0,2.708588
42,0,0,1.873322
43,1,2,1.839783
44,2,2,2.626007
45,0,0,2.542786
46,1,1,1.755829
47,2,2,2.106384
48,0,1,2.341400
49,1,1,0.851196
50,2,2,3.662903
51,1,0,2.843201
52,1,0,2.057678
53,2,1,0.785492
54,0,1,1.807404
55,1,1,1.438202
56,2,0,1.437195
57,1,0,1.489410
58,1,0,1.387817
59,2,2,1.437805
60,0,0,2.710602
61,1,1,2.259216
62,2,2,1.839783
63,0,1,1.354218
64,1,1,1.371796
65,2,2,1.722595
66,1,0,1.539398
67,1,1,1.305084
68,2,0,2.610596
69,0,0,1.337494
70,1,1,1.472504
71,2,2,1.639496
72,0,1,1.956787
73,1,1,0.652100
74,2,0,1.336395
75,0,0,2.192017
76,1,1,0.836792
77,2,2,1.838989
78,0,1,1.471008
79,1,1,0.785828
80,2,0,2.340485
81,0,2,1.222290
82,1,1,1.038513
83,2,0,2.456604
84,0,2,0.785309
85,1,1,0.834992
86,2,1,1.723999
87,1,1,0.434692
88,1,0,1.737610
89,2,1,0.653473
90,1,2,0.751495
91,1,1,0.584808
92,2,0,3.094513
93,0,2,2.155975
