move,waitedResult,optionChosen,movementTime
1,1,2,84.549120
2,2,0,4.016418
3,0,0,2.469482
4,1,2,4.997406
5,2,2,2.022705
6,0,0,0.743622
7,1,2,3.960388
8,2,2,0.788300
9,0,0,0.572296
10,1,1,0.436615
11,2,2,0.832611
12,0,0,0.525116
13,1,1,3.179016
14,2,2,0.535797
15,0,0,0.230896
16,1,1,1.839294
17,2,2,0.281403
18,1,0,1.826996
19,1,2,1.063110
20,2,1,0.690704
21,0,0,1.176880
22,1,1,0.860718
23,2,2,0.818390
24,0,0,1.002289
25,1,1,0.614105
26,2,2,0.542114
27,0,0,0.436890
28,1,1,0.231903
29,2,1,0.220703
30,0,2,0.352295
31,1,1,0.628021
32,2,2,0.220001
33,0,0,0.272400
34,1,1,0.703796
35,2,2,0.180481
36,0,0,0.220215
37,1,1,0.792297
38,2,2,0.443298
39,0,0,0.264404
40,1,1,0.852203
41,2,2,0.316101
42,0,0,0.590729
43,1,1,0.046722
44,2,2,0.658875
45,0,0,0.484497
46,1,2,5.508301
47,2,0,0.646423
48,1,0,0.688690
49,1,1,0.597992
50,2,2,0.503723
51,0,0,0.226196
52,1,1,0.766510
53,2,2,0.221710
54,0,0,0.398010
55,1,1,0.399902
56,2,2,0.378815
57,0,0,1.334900
58,1,1,0.970215
59,2,2,0.271301
60,1,0,0.228790
61,1,1,0.574890
62,2,2,0.627502
63,0,0,0.311005
64,1,1,1.065002
65,2,2,0.310791
66,0,0,0.221619
67,1,1,0.219696
68,2,2,0.849701
69,0,0,0.310700
70,1,1,0.094086
71,2,2,0.853790
72,1,0,0.459320
73,1,1,0.414490
74,2,0,10.493410
75,0,0,0.633698
76,1,1,0.532806
77,2,2,0.586273
78,0,0,0.310608
79,1,1,0.263214
80,2,2,0.270020
81,0,0,0.372498
82,1,1,0.093201
83,2,2,0.642700
84,0,0,0.323517
85,1,2,0.501892
86,2,2,0.975098
87,0,0,0.488464
88,1,1,0.887695
89,2,2,0.091370
90,0,0,0.486755
91,1,1,0.800415
92,2,2,0.351440
93,0,0,1.825562
94,1,1,0.441345
95,2,2,0.617554
96,0,0,0.358337
97,1,1,0.221802
98,2,2,0.264099
99,0,0,0.265076
100,1,1,0.946106
101,2,2,0.222107
102,0,0,0.309692
103,1,1,0.340027
104,2,2,0.361023
105,0,0,0.414002
106,1,1,0.366089
107,2,2,0.458130
108,1,0,0.280090
109,1,1,0.710022
110,2,2,0.531433
111,0,0,0.383423
112,1,1,1.249268
113,2,2,0.442200
114,0,0,1.028198
115,1,2,1.411621
116,2,2,1.464905
117,1,0,0.316223
118,1,1,0.882019
119,2,2,0.222412
120,0,0,0.139038
121,1,1,1.015991
122,2,2,3.313721
123,0,1,1.027710
124,1,1,0.840881
125,2,2,3.528809
126,0,0,0.135376
127,1,1,0.446106
128,2,2,0.338013
129,1,0,0.092041
130,1,1,0.486450
131,2,2,0.266541
132,1,0,0.222473
133,1,1,0.709106
134,2,2,0.308716
135,0,0,0.311707
136,1,2,0.421631
137,2,2,0.514587
138,0,0,0.801758
139,1,1,0.136231
140,2,2,0.267822
141,1,0,0.272400
142,1,1,0.548462
143,2,2,0.382080
144,0,0,0.272095
145,1,1,0.783142
146,2,2,0.672302
147,1,0,0.412415
148,1,1,0.449768
149,2,2,0.276550
150,0,0,0.690979
151,1,1,0.135803
152,2,2,0.366089
153,0,0,0.269287
154,1,1,0.335999
155,2,2,0.935669
156,0,0,0.420471
157,1,1,0.376404
158,2,1,0.191040
159,0,0,0.048035
160,1,1,0.318176
161,2,2,0.183228
162,0,1,0.333191
163,1,1,2.023682
164,2,2,0.092590
165,0,0,0.316040
166,1,1,0.497803
167,2,2,0.285400
168,1,0,0.453003
169,1,1,0.490906
170,2,2,0.269836
171,0,0,0.141052
172,1,1,0.728821
173,2,2,0.333801
174,0,0,0.339172
175,1,1,0.287842
176,2,2,1.205933
177,0,0,0.764282
178,1,1,0.180969
179,2,2,0.536072
180,0,0,0.313965
181,1,1,0.272705
182,2,2,0.336670
183,0,0,0.491943
184,1,1,0.607300
185,2,2,0.247376
186,0,1,0.899109
187,1,1,0.487183
188,2,2,0.369812
189,0,0,0.322815
190,1,1,0.601013
191,2,2,0.136231
192,0,0,0.511047
193,1,1,0.634522
194,2,2,0.560120
195,0,0,4.387512
196,1,1,0.518005
197,2,2,0.421875
198,0,0,0.275757
199,1,1,0.825623
200,2,2,0.293640
201,1,0,0.281189
202,1,1,0.793823
203,2,2,0.142700
204,0,0,0.225525
205,1,1,0.763489
206,2,2,0.227661
207,1,0,0.136902
208,1,1,0.627319
209,2,2,0.315125
210,0,0,0.092590
211,1,1,0.450928
212,2,1,0.114380
213,0,0,0.047363
214,1,1,0.417725
215,2,2,0.091187
216,0,0,0.826599
217,1,1,0.138001
218,2,2,0.228210
219,0,0,0.409790
220,1,1,0.324463
221,2,2,0.723511
222,1,0,0.454224
223,1,1,0.589600
224,2,2,0.184998
225,0,0,0.430603
226,1,1,1.721313
227,2,2,0.141235
228,0,0,0.957520
229,1,1,0.907105
230,2,2,0.693115
231,1,0,0.139465
232,1,1,0.315857
233,2,2,0.176697
234,1,0,0.473389
235,1,1,0.580627
236,2,2,0.318115
237,0,0,0.359985
238,1,1,0.097290
239,2,1,0.820618
240,0,0,0.774109
241,1,1,0.700012
242,2,1,0.611267
243,0,0,0.659790
244,1,1,0.315186
245,2,2,0.048401
246,0,0,0.591919
247,1,1,0.455200
248,2,2,0.475891
249,0,0,0.328980
250,1,1,0.635376
251,2,2,0.191162
252,0,0,0.325440
253,1,1,0.775147
254,2,2,0.362793
255,0,0,0.364624
256,1,1,0.320007
257,2,2,0.274597
258,0,0,0.555298
259,1,1,0.370789
260,2,2,0.326355
261,0,0,0.144592
262,1,1,0.363220
263,2,2,0.273254
264,0,0,0.135925
265,1,1,0.457398
266,2,2,1.015259
267,0,0,0.407532
268,1,1,0.092224
269,2,2,0.301025
270,1,0,0.098511
271,1,1,0.737122
272,2,2,0.773132
273,0,0,0.182922
274,1,1,0.570374
275,2,2,0.364807
276,0,0,0.237915
277,1,1,0.725403
278,2,2,0.494080
279,0,0,0.229187
280,1,1,0.327148
281,2,2,0.694214
282,0,0,0.273377
283,1,1,0.188110
284,2,2,0.837585
285,1,0,0.227600
286,1,1,0.557373
287,2,2,0.240662
288,1,0,0.095886
289,1,1,0.458984
290,2,2,0.227905
291,0,0,0.364929
292,1,1,0.189087
293,2,2,0.184204
294,0,0,0.275391
295,1,1,0.187134
296,2,2,0.186157
297,1,0,1.327515
298,1,1,0.333679
299,2,2,0.870117
300,1,0,0.369690
301,1,1,0.324158
302,2,2,0.948120
303,1,0,0.139587
304,1,1,0.278931
305,2,2,0.141296
306,0,1,0.641602
307,1,1,1.888794
308,2,2,0.273926
309,0,0,0.271240
310,1,1,0.694885
311,2,2,0.322693
312,0,0,0.318543
313,1,1,0.048218
314,2,2,0.183289
315,1,0,0.139099
316,1,1,0.323120
317,2,2,0.136536
318,1,0,1.068298
319,1,1,0.318115
320,2,2,0.144104
321,0,0,0.318604
322,1,1,0.366699
323,2,2,0.138184
324,1,0,0.955933
325,1,1,0.328613
326,2,2,0.048218
327,0,0,0.811218
328,1,1,0.779785
329,2,2,0.640503
330,1,0,0.418762
331,1,1,0.418884
332,2,2,0.749512
333,0,0,0.247925
334,1,0,0.197998
335,2,1,2.732910
336,0,0,0.550293
337,1,1,0.297363
338,2,2,1.070801
339,0,0,0.774414
340,1,1,0.051758
341,2,2,0.154053
342,1,0,0.150879
343,1,1,0.302002
344,2,2,0.802246
345,0,0,0.200928
346,1,1,1.034912
347,2,2,0.052979
348,0,0,0.153565
349,1,1,0.846924
350,2,2,0.054688
351,1,0,0.154053
352,1,1,0.252441
353,2,0,1.400879
354,1,0,0.361572
355,1,1,0.302002
356,2,2,0.852539
357,0,0,0.200928
358,1,1,0.351807
359,2,1,0.105957
360,1,0,1.026123
361,1,1,0.157227
362,2,2,1.526123
363,0,0,0.147705
364,1,1,1.341309
365,2,1,0.317139
366,0,1,0.635254
367,1,1,0.495117
368,2,2,0.049561
369,0,0,0.151856
370,1,1,0.713623
371,2,2,0.780518
372,0,0,1.134521
373,1,1,0.165527
374,2,2,0.626953
375,0,0,0.377686
376,1,1,0.108643
377,2,2,1.671875
378,0,0,0.408203
379,1,1,0.687256
380,2,1,1.365234
381,1,0,0.384277
382,1,1,0.349365
383,2,1,2.608398
384,0,1,0.062988
385,1,1,1.372803
386,2,2,0.058838
387,0,0,0.882080
388,1,1,0.315430
389,2,2,0.782227
390,0,2,0.052490
391,1,1,1.398682
392,2,2,0.379150
393,0,0,0.142334
394,1,1,0.146484
395,2,2,1.041992
396,1,0,0.232178
397,1,1,0.279541
398,2,2,0.145264
399,1,0,0.094238
400,1,1,0.372803
401,2,2,0.670898
402,0,0,0.234619
403,1,1,0.049072
404,2,2,0.465332
405,0,0,0.142334
406,1,1,0.283203
407,2,1,0.624268
408,0,0,0.237549
409,1,1,0.191650
410,2,2,0.648193
411,0,0,0.158447
412,1,1,0.581055
413,2,2,0.182861
414,0,0,0.929443
415,1,1,0.049316
416,2,2,0.095459
417,0,0,0.249512
418,1,1,0.148438
419,2,2,1.386475
420,0,0,0.093750
421,1,1,0.097412
422,2,2,0.708008
423,0,0,0.189941
424,1,1,0.052002
425,2,2,0.141846
426,0,0,0.096436
427,1,1,0.048096
428,2,2,0.049072
429,1,0,0.143799
430,1,1,0.283447
431,2,2,0.753906
432,0,0,0.052490
433,1,1,0.534424
434,2,2,0.139404
435,0,0,0.188232
436,1,1,0.095703
437,2,2,0.110107
438,0,0,0.049316
439,1,1,0.094238
440,2,2,0.140381
441,0,0,0.095947
442,1,1,0.653565
443,2,2,0.153809
444,0,0,0.048096
445,1,1,0.189209
446,2,2,0.094238
447,0,0,0.254639
448,1,1,0.237549
449,2,2,0.189697
450,1,0,0.193848
451,1,1,0.329346
452,2,2,0.291748
453,1,0,0.193848
454,1,1,0.190430
455,2,2,0.048828
456,0,0,0.099365
457,1,1,0.746094
458,2,2,0.143066
459,0,0,0.473877
460,1,1,0.384277
461,2,2,0.808594
462,0,0,1.598877
463,1,1,0.610596
464,2,2,0.998047
465,0,0,0.048584
466,1,1,0.856201
467,2,2,1.593750
468,0,0,0.234375
469,1,1,0.099121
470,2,2,0.155762
471,0,0,0.235840
472,1,1,0.914307
473,2,2,0.143555
474,0,0,0.282227
475,1,1,0.102783
476,2,2,0.199463
477,0,0,0.050049
