move,waitedResult,optionChosen,movementTime
1,0,1,2.337906
2,1,0,1.034500
3,2,2,2.402504
4,1,2,1.361397
5,1,2,1.833298
6,2,0,2.297897
7,0,2,1.372200
8,1,1,1.693604
9,2,0,0.813309
10,0,2,2.784195
11,1,0,0.875290
12,2,0,1.506104
13,0,1,0.514099
14,1,0,0.534103
15,2,1,0.382095
16,0,0,0.111801
17,1,2,0.451309
18,2,1,0.166397
19,1,0,0.382004
20,1,1,0.207703
21,2,1,0.951004
22,0,0,0.437302
23,1,0,0.402206
24,2,1,0.235397
25,0,2,0.263107
26,1,0,0.395798
27,2,1,0.236099
28,0,0,0.409302
29,1,2,0.590195
30,2,1,0.159500
31,0,0,0.096298
32,1,2,0.513901
33,2,1,0.104401
34,0,0,1.194611
35,1,0,0.444397
36,2,1,0.110901
37,1,2,0.548203
38,1,0,0.298508
39,2,1,0.145508
40,0,0,0.381699
41,1,2,0.340103
42,2,1,0.110901
43,0,0,0.360901
44,1,1,0.715393
45,2,2,0.222397
46,1,0,0.417099
47,1,1,0.104507
48,2,0,0.742798
49,0,1,0.360992
50,1,0,1.486298
51,2,1,0.076309
52,1,0,0.701492
53,1,1,0.034210
54,2,2,0.083496
55,0,0,0.784897
56,1,2,0.333496
57,2,1,0.090103
58,1,2,0.423096
59,1,1,0.423401
60,2,2,0.409287
61,0,0,0.944305
62,1,2,1.777603
63,2,2,1.993103
64,0,0,0.735794
65,1,1,0.381195
66,2,2,1.514099
67,1,0,1.187302
68,1,1,0.450897
69,2,2,0.610001
70,0,0,0.944504
71,1,1,0.639008
72,2,0,0.846497
73,0,2,0.624603
74,1,2,0.652679
75,2,1,0.159485
76,0,0,0.325684
77,1,2,0.798401
78,2,2,1.242889
79,1,0,0.611389
80,1,1,0.242889
81,2,0,2.561920
82,1,2,0.243286
83,1,0,1.228485
84,2,1,0.201386
85,0,2,0.506805
86,1,0,0.297089
87,2,1,0.083008
88,0,2,0.493012
89,1,0,0.117706
90,2,1,0.062286
91,1,2,0.242981
92,1,0,0.639221
93,2,1,0.125397
94,0,2,0.201294
95,1,0,0.110687
96,2,1,0.354096
97,0,0,0.187714
98,1,2,0.819519
99,2,1,0.339722
100,0,2,0.451325
101,1,1,1.097412
102,2,2,0.605286
103,0,0,0.507813
104,1,1,0.805206
105,2,2,1.222198
106,0,0,0.874390
107,1,1,0.665894
108,2,2,0.270599
109,0,0,1.124420
110,1,1,0.513306
111,2,2,0.312714
112,0,0,1.159180
113,1,1,0.520203
114,2,2,0.173492
115,0,0,0.833496
116,1,1,0.180908
117,2,2,0.305603
118,0,0,0.534699
119,1,1,0.423309
120,2,2,0.298798
121,0,0,0.972626
122,1,1,0.423920
123,2,2,0.312500
124,0,0,0.569702
125,1,1,0.333191
126,2,2,0.306000
127,0,0,0.277618
128,1,1,0.284790
129,2,2,0.256592
130,0,0,0.354096
131,1,1,0.194000
132,2,2,0.221710
133,0,0,0.256195
134,1,1,0.013184
135,2,2,0.457398
136,1,0,0.284882
137,1,0,1.597107
138,2,0,2.208496
139,0,1,3.228607
140,1,1,0.604309
141,2,2,1.367920
142,1,0,0.410004
143,1,1,0.389496
144,2,0,1.194305
145,0,0,1.409302
146,1,1,2.201111
147,2,1,1.576416
148,1,2,1.027924
149,1,0,1.201508
150,2,2,1.103699
151,0,0,0.833313
152,1,1,2.125305
153,2,2,1.187195
154,0,1,0.617615
155,1,0,1.430786
156,2,1,0.812103
157,0,1,1.194214
158,1,1,0.360413
159,2,2,0.541596
160,1,0,0.339508
161,1,0,0.639282
162,2,0,1.021027
163,0,2,0.846710
164,1,1,1.214905
165,2,2,0.249786
166,0,1,0.910126
167,1,1,0.597199
168,2,2,0.672821
169,0,0,1.069702
170,1,1,0.576599
171,2,2,0.243591
172,0,0,0.721802
173,1,1,0.159790
174,2,2,0.298523
175,1,0,0.805084
176,1,2,2.742889
177,2,2,0.742920
178,0,0,1.790588
179,1,1,0.715118
180,2,2,1.520386
181,0,0,0.832306
182,1,1,0.402496
183,2,2,0.700989
184,0,0,0.708496
185,1,1,0.166809
186,2,2,0.320190
187,1,0,0.652405
188,1,2,2.506409
189,2,2,0.554199
190,0,0,0.708405
191,1,1,0.138977
192,2,2,0.132202
193,0,0,0.506592
194,1,1,0.194885
195,2,2,0.270508
196,1,0,0.485291
197,1,1,2.179810
198,2,2,0.173706
199,0,0,0.374451
200,1,1,1.166626
201,2,2,0.561768
202,0,0,0.867493
203,1,1,0.527771
204,2,1,1.319519
205,0,0,1.249268
206,1,1,0.527893
207,2,2,0.173401
208,1,0,0.702271
209,1,1,0.964905
210,2,2,0.124939
211,0,0,0.396118
212,1,2,0.854736
213,2,2,0.332947
214,0,1,0.701294
215,1,1,1.693604
216,2,2,0.117249
217,0,1,0.839478
218,1,1,2.728638
219,2,2,0.012817
220,1,0,0.666809
221,1,1,0.194580
222,2,2,0.208130
223,0,0,1.659790
224,1,1,0.409424
225,2,2,0.006104
226,0,1,0.805237
227,1,1,1.396118
228,2,2,0.034790
229,0,1,1.215698
230,1,1,2.686829
231,2,2,0.159668
232,0,0,0.069641
233,1,1,0.472046
234,2,2,0.006775
235,0,0,1.110718
236,1,1,0.958496
237,2,2,0.402710
238,0,0,0.903320
239,1,1,0.125305
240,2,2,0.263794
241,0,0,1.214478
242,1,1,0.055603
243,2,2,0.298706
244,0,0,0.548706
245,1,1,0.479126
246,2,2,0.263001
247,0,0,0.909668
248,1,1,0.291992
249,2,2,0.264648
250,0,0,0.561829
251,1,1,0.103516
252,2,2,0.229004
253,0,0,0.534119
254,1,1,0.027466
255,2,2,0.214966
256,0,0,0.409180
257,1,1,0.402710
258,2,2,0.298035
259,0,0,0.353577
260,1,1,0.124817
261,2,2,0.021118
262,0,0,0.250122
263,1,1,0.131775
264,2,2,0.103943
265,1,0,0.347229
266,1,1,1.985718
267,2,2,0.090088
268,0,0,1.007080
269,1,1,0.153076
270,2,2,0.054932
271,0,1,0.756104
272,1,1,4.346619
273,2,2,0.021179
274,1,0,0.228394
275,1,1,1.478699
276,2,2,0.339417
277,0,0,4.520447
278,1,1,0.090149
279,2,2,0.291870
280,0,1,0.124634
281,1,0,0.423828
282,2,2,2.173645
283,1,0,0.535095
284,1,1,0.347656
285,2,2,0.251892
286,0,0,2.701172
287,1,1,0.124207
288,2,2,0.076721
289,0,1,1.694641
290,1,1,0.409241
291,2,2,0.187561
292,0,0,1.520081
293,1,1,0.034302
294,2,2,0.291504
295,1,0,0.743042
296,1,1,0.215332
297,2,2,0.277527
298,0,0,0.950440
299,1,1,2.375000
300,2,2,0.117127
301,0,0,0.888794
302,1,1,0.485291
303,2,2,0.187012
304,1,0,0.680176
305,1,1,0.486084
306,2,2,0.228516
307,1,0,0.299194
308,1,1,0.166321
309,2,2,0.159424
310,0,0,0.687500
311,1,1,0.027100
312,2,2,0.222168
313,0,0,1.430298
314,1,1,0.006409
315,2,2,0.256897
316,1,0,1.951477
317,1,1,0.236511
318,2,2,0.277893
319,0,0,0.214294
320,1,1,0.555847
321,2,2,0.173035
322,1,0,0.465332
323,1,1,0.909363
324,2,2,0.277222
325,0,0,0.507080
326,1,1,0.283997
327,2,2,0.562683
328,1,1,0.276978
329,1,0,0.805481
330,2,2,1.312073
331,0,0,1.082642
332,1,1,0.145508
333,2,2,0.292175
334,0,0,0.673584
335,1,2,3.832092
336,2,2,0.297913
337,0,0,0.201172
338,1,1,0.125183
339,2,2,0.375916
340,0,1,1.333008
341,1,1,0.284851
342,2,2,0.124390
343,1,0,0.437683
344,1,1,2.409424
345,2,2,0.270508
346,0,0,0.284546
347,1,1,0.750305
348,2,2,0.283752
349,1,0,1.194397
350,1,1,0.541565
351,2,2,0.215271
352,0,0,1.485291
353,1,1,0.104309
354,2,2,0.103821
355,0,1,0.347107
356,1,1,0.548584
357,2,2,0.117798
358,0,0,0.929993
359,1,1,0.069702
360,2,2,0.291748
361,0,1,0.451050
362,1,2,1.173767
363,2,2,0.707398
364,1,1,3.430298
365,1,1,0.659485
366,2,2,0.297974
367,1,0,0.985962
368,1,1,1.624084
369,2,2,0.297974
370,0,0,2.284729
371,1,1,0.979431
372,2,2,0.583130
373,0,0,1.784302
374,1,1,1.270691
375,2,2,0.250427
376,0,0,1.666504
377,1,1,0.611267
378,2,2,0.291687
379,0,1,0.194214
380,1,1,2.069092
381,2,2,0.242493
382,0,1,0.257080
383,1,1,2.131897
384,2,2,0.263489
385,1,1,4.034485
386,1,1,3.624512
387,2,2,0.167297
388,0,1,1.520935
389,1,2,3.242249
390,2,2,0.367493
391,0,0,2.764160
392,1,1,0.236206
393,2,2,0.361023
394,0,0,0.943420
395,1,1,0.389221
396,2,2,0.152222
397,1,0,0.896118
398,1,1,2.360535
399,2,2,0.111328
400,0,1,4.416626
401,1,1,0.506287
402,2,2,0.201538
403,0,0,3.228638
404,1,1,0.097290
405,2,2,0.097351
406,0,0,2.902344
407,1,1,0.005798
408,2,2,0.228516
409,0,1,0.145813
410,1,1,0.610535
411,2,2,0.117981
412,0,0,0.576294
413,1,1,0.069214
414,2,2,0.138184
415,0,1,0.166199
416,1,1,1.000488
417,2,2,0.166626
418,0,1,0.167236
419,1,1,0.846802
420,2,2,0.124207
421,0,1,0.208191
422,1,1,1.805298
423,2,2,0.180542
424,1,1,0.881836
425,1,1,2.797729
426,2,2,0.062134
427,1,0,0.472412
428,1,1,2.145508
429,2,2,0.131958
430,0,0,0.985718
431,1,1,0.312134
432,2,2,0.110352
433,0,0,1.985474
434,1,1,0.055054
435,2,2,0.047974
436,0,0,0.797730
437,1,1,0.333130
438,2,2,0.145264
439,1,0,0.361084
440,1,1,2.457397
441,2,2,0.082642
442,1,0,0.290894
443,1,1,2.214966
444,2,2,0.014282
445,0,0,0.714844
446,1,1,0.138550
447,2,2,0.236084
448,0,0,2.458008
449,1,1,0.222412
450,2,2,0.194214
451,0,0,3.325928
452,1,1,0.062134
453,2,2,0.284424
454,0,0,1.069458
455,1,1,0.132080
456,2,2,0.089966
457,0,1,0.089966
458,1,1,0.784790
459,2,2,0.089966
460,0,0,0.098022
461,1,1,0.444702
462,2,2,0.291382
463,1,1,1.173218
464,1,1,0.764282
465,2,2,0.201050
466,0,1,1.173096
467,1,1,1.512695
468,2,2,0.263306
469,1,0,3.742432
470,1,1,6.791138
471,2,2,0.180908
472,0,0,1.089966
473,1,1,0.409546
474,2,2,0.131836
475,1,0,0.443848
476,1,1,0.089844
