move,waitedResult,optionChosen,movementTime
1,2,2,3.403099
2,0,2,6.238304
3,1,2,5.502899
4,2,2,3.512405
5,1,0,2.709702
6,1,0,2.591896
7,2,0,4.382095
8,0,1,3.395203
9,1,2,3.126900
10,2,2,3.998398
11,0,1,2.643600
12,1,1,0.835495
13,2,2,2.024002
14,0,0,1.487595
15,1,1,1.055794
16,2,2,0.953201
17,1,0,0.903099
18,1,1,0.952988
19,2,2,0.669403
20,1,0,1.973907
21,1,0,1.405106
22,2,2,0.735901
23,0,1,3.696808
24,1,0,0.518494
25,2,2,1.354797
26,1,1,4.216095
27,1,1,0.468292
28,2,2,0.752502
29,1,0,1.455902
30,1,1,0.502502
31,2,2,0.518601
32,0,0,1.790100
33,1,1,2.123291
34,2,2,0.551895
35,0,1,0.971008
36,1,1,1.070404
37,2,2,0.736603
38,1,1,2.977112
39,1,1,0.702393
40,2,2,0.685700
41,0,1,4.080399
42,1,1,0.702606
43,2,2,0.501999
44,1,0,11.757900
45,1,1,0.635696
46,2,2,0.369095
47,0,0,1.187790
48,1,1,0.401505
49,2,2,0.452408
50,0,0,1.085403
51,1,1,0.368591
52,2,2,0.401108
53,1,1,0.484604
54,1,1,0.533203
55,2,2,0.501587
56,0,0,0.870194
57,1,1,0.400696
58,2,2,0.518097
59,1,0,0.551697
60,1,1,2.826004
61,2,2,0.368103
62,0,0,0.586700
63,1,1,0.384705
64,2,2,0.401108
65,1,1,1.455200
66,1,1,0.385895
67,2,2,0.401306
68,0,0,0.317780
69,1,1,0.351196
70,2,2,0.385498
71,0,1,0.217804
72,1,1,0.217621
73,2,2,0.485382
74,0,0,0.486023
75,1,1,0.249695
76,2,2,0.537323
77,0,1,0.435120
78,1,1,1.505005
79,2,2,0.351410
80,1,1,0.401093
81,1,1,0.552094
82,2,2,0.402496
83,1,0,1.689209
84,1,1,1.020203
85,2,2,0.351196
86,0,0,0.334992
87,1,1,0.434326
88,2,2,0.316193
89,0,0,0.417511
90,1,1,0.368195
91,2,2,0.266022
92,0,1,0.300995
93,1,1,0.385376
94,2,2,0.367798
95,0,1,2.023773
96,1,1,0.351288
97,2,2,0.217102
98,1,1,1.454987
99,1,1,1.472198
100,2,2,0.518311
101,0,0,3.930298
102,1,1,0.385193
103,2,2,0.753510
104,1,0,2.124023
105,1,1,0.366791
106,2,2,0.436005
107,0,1,1.855713
108,1,1,0.383881
109,2,2,0.351410
110,0,0,0.735687
111,1,1,0.752991
112,2,2,0.420013
113,1,0,1.806793
114,1,1,0.283997
115,2,2,0.468384
116,0,1,0.886414
117,1,1,0.134491
118,2,2,0.334625
119,0,0,3.964020
120,1,1,0.334106
121,2,2,0.450684
122,0,0,3.294800
123,1,1,0.468506
124,2,2,0.684387
125,0,1,1.538910
126,1,1,0.100891
127,2,2,0.500702
128,0,1,1.221191
129,1,1,0.518189
130,2,2,0.568604
131,0,1,0.216705
132,1,1,0.518189
133,2,2,0.835724
134,0,1,0.903107
135,1,1,0.602417
136,2,2,0.384705
137,1,1,0.686005
138,1,1,0.501404
139,2,2,0.668793
140,1,1,0.333893
141,1,1,0.685700
142,2,1,1.455505
143,0,1,2.894104
144,1,1,0.032898
145,2,2,0.401520
146,0,0,1.689514
147,1,1,0.249603
148,2,2,0.368500
149,1,0,2.325195
150,1,1,0.233826
151,2,2,0.253296
152,0,0,6.137482
153,1,1,0.201111
154,2,2,0.402008
155,1,0,1.958191
156,1,1,0.335815
157,2,2,0.516907
158,0,1,0.820587
159,1,1,0.316895
160,2,2,0.434906
161,0,1,6.037018
162,1,1,0.368408
163,2,2,0.400909
164,0,1,0.719482
165,1,0,1.053802
166,2,1,0.634094
167,1,0,2.759888
168,1,1,0.236481
169,2,2,0.435303
170,1,0,1.087311
171,1,1,0.282990
172,2,2,0.367401
173,0,0,1.338806
174,1,1,0.231598
175,2,2,0.485230
176,0,0,0.767456
177,1,1,0.182495
178,2,2,0.316040
179,0,0,3.863525
180,1,1,0.200745
181,2,2,0.333679
182,0,0,0.835388
183,1,1,0.183228
184,2,2,0.434387
185,1,0,2.075073
186,1,1,0.285645
187,2,2,0.267700
188,0,1,0.735596
189,1,1,0.818909
190,2,2,0.317749
191,1,0,1.456909
192,1,1,0.719727
193,2,2,0.333618
194,0,0,2.075500
195,1,1,0.183411
196,2,2,0.468933
197,0,0,5.702209
198,1,1,0.167175
199,2,2,0.235046
200,0,0,0.904602
201,1,1,0.200562
202,2,2,0.318115
203,1,0,2.226135
204,1,1,0.166748
205,2,2,0.234070
206,1,0,0.885742
207,1,1,0.768372
208,2,2,0.316895
209,0,0,1.471802
210,1,1,0.466858
211,2,2,0.368408
212,1,0,0.452820
213,1,1,0.535706
214,2,2,0.317810
215,1,0,1.505310
216,1,1,0.234985
217,2,2,0.333923
218,0,0,0.786377
219,1,1,0.184204
220,2,2,0.332764
221,0,1,1.523193
222,1,1,0.050415
223,2,2,0.284424
224,0,0,0.637695
225,1,1,0.065857
226,2,2,0.601624
227,0,0,0.852417
228,1,1,0.198731
229,2,2,0.419495
230,0,1,2.943054
231,1,1,0.201050
232,2,2,0.150024
233,0,0,0.568054
234,1,1,0.383972
235,2,2,0.250183
236,0,0,3.176453
237,1,1,0.200928
238,2,2,0.453064
239,0,0,1.588623
240,1,1,0.200989
241,2,2,0.284241
242,0,1,1.305969
243,1,1,0.067688
244,2,2,0.217468
245,0,1,0.349915
246,1,1,0.218262
247,2,2,0.335693
248,0,0,0.468994
249,1,1,0.367004
250,2,2,0.318359
251,1,0,0.233398
252,1,1,0.969788
253,2,2,0.620483
254,0,0,0.351135
255,1,1,0.250183
256,2,2,0.383484
257,0,0,0.668701
258,1,1,0.282776
259,2,2,0.351502
260,1,0,1.138245
261,1,1,0.302612
262,2,2,0.336060
263,0,0,1.305054
264,1,1,0.201904
265,2,2,0.367493
266,0,0,1.454834
267,1,1,0.335999
268,2,2,0.351440
269,0,0,1.655762
270,1,1,0.351196
271,2,2,0.352905
272,1,1,0.283752
273,1,1,0.351990
274,2,2,0.334839
275,0,0,0.419067
276,1,1,0.268677
277,2,2,0.384644
278,0,0,0.402771
279,1,1,0.368286
280,2,2,0.284119
281,0,0,0.301086
282,1,1,0.334595
283,2,2,0.334045
284,0,1,0.217590
285,1,1,0.217590
286,2,2,0.467407
287,1,1,0.316895
288,1,1,0.351990
289,2,2,0.402405
290,0,0,0.351807
291,1,1,0.300232
292,2,2,0.301086
293,0,0,0.570190
294,1,1,0.200867
295,2,2,0.367676
296,0,0,0.685730
297,1,1,0.168274
298,2,2,0.317017
299,1,0,0.283569
300,1,1,0.234314
301,2,2,0.100098
302,0,0,0.201782
303,1,1,0.101502
304,2,2,0.200562
305,0,0,0.384033
306,1,1,0.068298
307,2,2,0.035889
308,0,0,0.484985
309,1,1,0.200317
310,2,2,0.317505
311,0,0,0.184876
312,1,1,0.234253
313,2,2,0.333679
314,1,1,0.233887
315,1,1,0.434815
316,2,2,0.334595
317,0,0,0.350769
318,1,1,0.207153
319,2,2,0.301392
320,0,0,0.485718
321,1,1,0.183716
322,2,2,0.283997
323,0,0,0.334045
324,1,1,0.202393
325,2,2,0.250794
326,0,0,0.469299
327,1,1,0.151917
328,2,2,0.285584
329,0,1,0.233032
330,1,1,0.336365
331,2,2,0.335266
332,0,1,0.049988
333,1,1,1.371399
334,2,2,0.300659
335,0,0,1.923279
336,1,1,1.822998
337,2,2,0.267883
338,0,0,0.468567
339,1,1,0.134460
340,2,2,0.401489
341,0,0,0.117310
342,1,1,0.350891
343,2,2,0.150635
344,0,0,0.902100
345,1,1,0.283691
346,2,2,0.049988
347,0,0,0.418274
348,1,1,0.234436
349,2,2,0.201660
350,1,0,0.216553
351,1,1,0.368774
352,2,2,0.133423
353,1,0,0.652588
354,1,1,0.367493
355,2,2,0.167786
356,0,1,0.234314
357,1,1,0.585449
358,2,2,0.217712
359,0,0,0.869995
360,1,1,0.151489
361,2,2,0.150879
362,0,0,0.402222
363,1,1,0.165588
364,2,2,0.283875
365,0,0,0.319214
366,1,1,0.251099
367,2,2,0.134705
368,1,0,0.250732
369,1,1,0.250549
370,2,2,0.234070
371,0,0,0.717224
372,1,1,0.133484
373,2,2,0.334290
374,0,0,0.502808
375,1,1,0.199341
376,2,2,0.434753
377,0,0,0.485901
378,1,1,0.234314
379,2,2,0.401306
380,0,0,0.316162
381,1,1,0.149841
382,2,2,0.317017
383,0,0,0.520081
384,1,1,0.200562
385,2,2,0.334229
386,0,0,0.503052
387,1,1,0.301086
388,2,2,0.250977
389,0,0,0.770691
390,1,1,0.133240
391,2,2,0.234802
392,1,0,0.219360
393,1,1,0.201355
394,2,2,0.166138
395,0,0,0.535706
396,1,1,0.118164
397,2,2,0.284119
398,0,0,0.217407
399,1,1,0.467285
400,2,2,0.083374
401,1,0,1.219604
402,1,1,0.100525
403,2,2,0.886169
