move,waitedResult,optionChosen,movementTime
1,0,0,4.472099
2,1,2,3.278900
3,2,2,2.772903
4,0,0,2.390602
5,1,1,0.618706
6,2,2,2.842903
7,1,0,0.835106
8,1,0,0.836899
9,2,1,0.765701
10,0,2,0.686905
11,1,2,0.936600
12,2,2,0.620804
13,1,0,1.153702
14,1,1,1.505600
15,2,0,2.121796
16,0,2,0.718796
17,1,2,2.038803
18,2,2,0.802399
19,1,1,1.790100
20,1,1,0.969696
21,2,0,1.471390
22,1,0,0.682694
23,1,1,0.419205
24,2,1,0.751801
25,0,2,0.166702
26,1,2,0.501694
27,2,2,0.433701
28,0,1,4.347992
29,1,1,0.302597
30,2,1,0.703003
31,0,0,0.668900
32,1,1,0.701492
33,2,2,0.501999
34,0,0,0.652802
35,1,1,0.467300
36,2,2,1.518906
37,0,0,1.635910
38,1,1,0.434006
39,2,2,0.517395
40,0,0,1.169403
41,1,1,0.316498
42,2,2,0.468903
43,0,0,0.902405
44,1,1,0.350601
45,2,2,0.367600
46,0,0,1.788010
47,1,1,0.350708
48,2,2,0.583603
49,0,0,1.354904
50,1,1,0.403107
51,2,2,0.450913
52,1,0,1.452194
53,1,1,1.019104
54,2,2,0.669998
55,0,0,0.449905
56,1,1,0.233795
57,2,2,0.450501
58,0,0,0.401199
59,1,1,0.252091
60,2,2,0.283508
61,1,0,1.237305
62,1,1,0.584793
63,2,2,0.334793
64,0,0,0.367691
65,1,1,0.450089
66,2,1,0.350891
67,0,2,0.436218
68,1,1,0.753174
69,2,2,0.200897
70,0,0,0.383514
71,1,1,0.349701
72,2,2,0.821808
73,0,0,0.350403
74,1,1,0.316193
75,2,2,0.868683
76,0,0,0.417419
77,1,1,0.284912
78,2,2,0.566925
79,1,0,0.434692
80,1,0,1.721497
81,2,2,0.785706
82,0,0,0.451996
83,1,1,0.350800
84,2,2,0.885407
85,0,0,0.802887
86,1,1,0.250794
87,2,1,0.734680
88,0,0,1.019287
89,1,1,0.283722
90,2,2,0.467499
91,0,0,0.417694
92,1,1,0.216492
93,2,2,0.416901
94,1,2,0.701782
95,1,0,0.784729
96,2,2,0.467804
97,0,0,0.432983
98,1,1,0.233704
99,2,2,1.872711
100,0,0,0.547394
101,1,1,0.184387
102,2,1,0.818695
103,0,0,0.752502
104,1,1,0.099792
105,2,2,0.518494
106,0,0,0.535217
107,1,1,1.219604
108,2,2,0.401489
109,1,0,1.035492
110,1,0,0.734802
111,2,2,0.785919
112,0,0,0.520386
113,1,1,0.586304
114,2,2,0.417297
115,0,0,0.568878
116,1,1,0.166687
117,2,2,0.735413
118,0,0,0.267914
119,1,1,0.235504
120,2,2,0.500092
121,0,0,0.418304
122,1,1,0.132385
123,2,2,0.518921
124,0,0,0.252502
125,1,1,0.266998
126,2,2,0.502686
127,1,0,0.868591
128,1,0,0.668518
129,2,2,0.718811
130,0,0,0.265991
131,1,0,0.601502
132,2,1,0.534180
133,1,0,0.750916
134,1,0,0.300995
135,2,1,0.301697
136,1,0,0.901611
137,1,2,0.651398
138,2,1,0.284699
139,1,2,0.700409
140,1,2,1.219696
141,2,1,1.420502
142,1,1,0.317505
143,1,2,1.002899
144,2,1,0.234619
145,0,1,0.066589
146,1,1,0.299805
147,2,2,1.655090
148,0,0,0.383972
149,1,1,0.351502
150,2,2,0.317078
151,1,0,0.534882
152,1,1,1.822205
153,2,2,0.301605
154,0,0,0.300110
155,1,1,1.436798
156,2,2,0.701294
157,1,0,0.334717
158,1,2,0.617401
159,2,0,0.249512
160,0,0,1.638794
161,1,1,0.300812
162,2,2,0.400574
163,0,1,0.385010
164,1,1,0.315002
165,2,2,0.618988
166,0,1,1.621887
167,1,1,0.085205
168,2,2,0.448486
169,0,0,0.283508
170,1,0,0.950714
171,2,1,0.668610
172,1,1,0.016602
173,1,0,0.451813
174,2,1,0.367706
175,1,0,0.265503
176,1,0,0.385498
177,2,1,0.333191
178,1,0,0.551788
179,1,1,1.904999
180,2,1,1.672607
181,0,0,0.269592
182,1,1,0.333008
183,2,1,0.784393
184,0,0,0.667206
185,1,1,0.334992
186,2,2,0.402405
187,0,1,1.368286
188,1,1,0.584381
189,2,2,0.300690
190,0,0,0.335205
191,1,0,1.000793
192,2,2,0.769592
193,0,1,1.122681
194,1,1,0.466797
195,2,2,0.618530
196,1,0,0.415710
197,1,0,0.901978
198,2,0,0.703308
199,0,0,0.233521
200,1,1,0.334168
201,2,2,0.483215
202,0,1,0.400574
203,1,1,0.216553
204,2,2,0.400391
205,1,0,0.718201
206,1,0,0.989075
