move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,0,0,4.875687,0.000000,4.883087
2,1,1,1.116592,0.000000,7.439987
3,2,0,1.233292,0.000000,10.090090
4,0,1,2.950104,0.000000,14.423600
5,1,2,0.566788,0.000000,16.640690
6,2,0,0.583298,0.000000,18.623790
7,1,1,1.066711,0.000000,21.073900
8,1,2,0.633194,0.000000,23.123890
9,2,0,0.749908,0.000000,25.274200
10,1,2,0.533493,0.000000,27.190890
11,1,1,2.933304,0.000000,31.524200
12,2,2,0.800003,0.000000,33.741000
13,0,2,2.016800,0.000000,37.207790
14,1,0,0.416702,0.000000,39.024490
15,2,1,0.582993,0.000000,40.991090
16,0,2,0.566605,0.000000,43.207990
17,1,0,0.816895,0.000000,45.424990
18,2,1,1.183197,0.000000,47.991390
19,0,0,0.549805,0.000000,50.191500
20,1,1,1.233200,0.000000,52.874890
21,2,2,0.750107,0.000000,55.041790
22,0,1,2.083298,0.000000,58.575200
23,1,1,1.899704,0.000000,62.125290
24,2,2,0.433106,0.000000,63.975300
25,0,0,0.733597,0.000000,66.159190
26,1,2,1.133194,0.000000,68.742190
27,2,2,1.616898,0.000000,71.759190
28,0,1,0.883408,0.000000,74.092500
29,1,2,1.699997,0.000000,77.442600
30,2,1,1.266800,0.000000,80.109390
31,0,0,0.466797,0.000000,82.226200
32,1,2,1.466614,0.000000,85.142700
33,2,1,0.633408,0.000000,87.176190
34,0,0,0.350006,0.000000,89.176300
35,1,1,0.466293,0.000000,91.092990
36,2,2,0.233597,0.000000,92.743390
37,0,0,0.483109,0.000000,94.676590
38,1,1,0.282990,0.000000,96.409990
39,2,2,0.233490,0.000000,98.060090
40,0,0,0.249893,0.000000,99.759890
41,1,1,0.133102,0.000000,101.343300
42,2,2,0.250000,0.000000,103.010100
43,0,0,0.233292,0.000000,104.693400
44,1,1,0.100205,0.000000,106.243700
45,2,2,0.283096,0.000000,107.943500
46,0,0,0.233597,0.000000,109.627200
47,1,1,0.316696,0.000000,111.393700
48,2,2,0.232987,0.000000,113.043700
49,1,0,0.333298,0.000000,114.827300
50,1,2,0.933212,0.000000,117.143800
51,2,0,0.733307,0.000000,119.277300
52,0,1,0.516800,0.000000,121.177500
53,1,2,0.500092,0.000000,123.327600
54,2,0,0.649902,0.000000,125.377500
55,1,1,0.266724,0.000000,127.027600
56,1,2,0.300079,0.000000,128.744300
57,2,1,0.399811,0.000000,130.544300
58,1,0,0.149902,0.000000,132.344300
59,1,1,0.466400,0.000000,134.194400
60,2,1,0.483307,0.000000,136.094500
61,0,0,0.900024,0.000000,138.644600
62,1,2,0.416596,0.000000,140.511400
63,2,1,0.216583,0.000000,142.128200
64,1,0,0.216705,0.000000,143.994800
65,1,0,0.683197,0.000000,146.061600
66,2,1,0.833313,0.000000,148.278300
67,0,2,0.716797,0.000000,150.645200
68,1,0,0.299927,0.000000,152.345100
69,2,1,0.349823,0.000000,154.078500
70,0,2,0.100006,0.000000,155.828600
71,1,0,0.299988,0.000000,157.528600
72,2,1,0.349976,0.000000,159.262000
73,0,1,2.233398,0.000000,163.145600
74,1,2,0.566498,0.000000,165.362300
75,2,0,0.416412,0.000000,167.179100
76,0,1,0.366699,0.000000,168.929100
77,1,2,0.616303,0.000000,171.195700
78,2,1,1.466400,0.000000,174.062500
79,0,2,0.033203,0.000000,175.745900
80,1,0,0.149902,0.000000,177.296000
81,2,2,1.800385,0.000000,180.479700
82,1,0,0.750000,0.000000,182.679500
83,1,2,1.583405,0.000000,185.646300
84,2,1,0.666718,0.000000,187.713000
85,1,1,1.133606,0.000000,190.496700
86,1,1,0.616699,0.000000,192.529900
87,2,0,0.916809,0.000000,194.863400
88,1,2,1.566589,0.000000,197.813300
89,1,1,0.833588,0.000000,200.047000
90,2,2,0.833191,0.000000,202.296800
91,0,0,1.433197,0.000000,205.180300
92,1,1,0.600006,0.000000,207.230300
93,2,1,0.216797,0.000000,208.863800
94,0,0,1.549896,0.000000,212.063800
95,1,1,1.850098,0.000000,215.364000
