move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,2,2,20.400700,0.000000,20.414400
2,0,1,9.716896,0.000000,31.578500
3,1,1,4.563705,0.000000,37.782300
4,2,0,3.680199,0.000000,42.884300
5,0,0,2.209099,0.000000,46.481500
6,1,2,3.695999,0.000000,51.616000
7,2,2,1.873199,0.000000,54.893000
8,0,0,1.389206,0.000000,57.737600
9,1,1,0.719208,0.000000,59.895300
10,2,2,0.770798,0.000000,62.086200
11,1,0,1.188705,0.000000,64.728800
12,1,0,2.039993,0.000000,68.156390
13,2,2,1.354507,0.000000,70.900310
14,1,0,2.375092,0.000000,74.730600
15,1,0,2.659195,0.000000,78.776800
16,2,1,0.551987,0.000000,80.718190
17,0,0,2.993301,0.000000,85.348900
18,1,0,4.013107,0.000000,90.819210
19,2,2,2.090912,0.000000,94.297900
20,0,1,1.974197,0.000000,97.726300
21,1,0,2.324005,0.000000,101.690100
22,2,0,4.650894,0.000000,107.729300
23,0,1,1.438797,0.000000,110.555500
24,1,2,2.175903,0.000000,114.369300
25,2,1,2.459198,0.000000,118.231300
26,0,1,0.785996,0.000000,120.657800
27,1,2,1.807602,0.000000,124.103100
28,2,2,1.689789,0.000000,127.197600
29,1,1,2.726807,0.000000,131.378700
30,1,0,2.075409,0.000000,134.874300
31,2,1,2.289993,0.000000,138.551800
32,1,1,3.594498,0.000000,143.786800
33,1,0,1.386795,0.000000,146.596600
34,2,1,2.758194,0.000000,150.745200
35,0,2,1.421509,0.000000,153.807300
36,1,1,1.388504,0.000000,156.599200
37,2,0,1.122208,0.000000,159.142600
38,1,1,1.254196,0.000000,161.785200
39,1,1,1.553299,0.000000,164.760200
40,2,1,1.754807,0.000000,167.938600
41,0,0,1.504898,0.000000,171.083600
42,1,2,3.729599,0.000000,176.252600
43,2,1,2.375000,0.000000,180.032400
44,0,1,1.036697,0.000000,182.707200
45,1,0,1.372482,0.000000,185.719000
46,2,1,1.037903,0.000000,188.143700
47,1,1,1.672485,0.000000,191.454500
48,1,0,1.739502,0.000000,194.616800
49,2,2,0.954224,0.000000,196.957500
50,1,2,3.162292,0.000000,201.574600
51,1,1,0.887604,0.000000,203.865900
52,2,0,2.291199,0.000000,207.577300
53,0,1,1.624023,0.000000,210.589400
54,1,0,0.351898,0.000000,212.578700
55,2,2,1.605804,0.000000,215.573500
56,1,1,3.495911,0.000000,220.523400
57,1,1,1.689606,0.000000,223.634000
58,2,1,1.604919,0.000000,226.661700
59,0,0,3.779510,0.000000,232.081200
60,1,2,2.760284,0.000000,236.279300
61,2,1,0.585205,0.000000,238.268600
62,0,1,1.101593,0.000000,241.010400
63,1,2,2.626099,0.000000,245.277600
64,2,2,1.219177,0.000000,247.901800
65,0,1,2.541992,0.000000,251.898900
66,1,0,3.547485,0.000000,257.085600
67,2,1,2.860107,0.000000,261.332200
68,0,1,3.763092,0.000000,266.734700
69,1,2,3.697205,0.000000,272.071500
70,2,2,2.191620,0.000000,275.666300
71,0,0,2.024292,0.000000,279.145000
72,1,1,1.355103,0.000000,281.939100
73,2,2,3.713013,0.000000,287.072500
74,0,2,2.892700,0.000000,291.420400
75,1,2,3.646210,0.000000,296.472800
76,2,2,1.136719,0.000000,299.015000
77,0,0,1.187988,0.000000,301.657200
78,1,1,0.835785,0.000000,303.931700
79,2,2,0.953400,0.000000,306.307900
80,0,0,4.316528,0.000000,312.078500
81,1,1,0.968903,0.000000,314.502100
82,2,2,2.659607,0.000000,318.583200
83,0,0,5.937103,0.000000,325.975800
84,1,1,2.826508,0.000000,330.241600
85,2,2,2.593994,0.000000,334.255800
86,0,0,1.520203,0.000000,337.230500
87,1,1,1.489685,0.000000,340.158900
88,2,2,1.335785,0.000000,342.917300
89,0,1,1.955597,0.000000,346.330000
90,1,1,2.089905,0.000000,350.060300
91,2,2,2.241089,0.000000,353.723300
92,1,0,1.352875,0.000000,356.531500
93,1,0,2.860016,0.000000,360.781900
94,2,1,0.936279,0.000000,363.105900
95,1,0,2.273376,0.000000,367.019300
96,1,1,1.856506,0.000000,370.263600
97,2,0,1.321503,0.000000,373.006600
98,0,0,1.671600,0.000000,376.067900
99,1,2,2.575714,0.000000,380.099500
100,2,2,1.821686,0.000000,383.326200
101,1,1,1.571503,0.000000,386.354100
102,1,0,0.953095,0.000000,388.728700
103,2,1,0.853577,0.000000,390.970800
104,1,0,3.544220,0.000000,396.154100
105,1,2,1.270996,0.000000,398.815000
106,2,0,1.722809,0.000000,401.942000
107,0,2,4.014099,0.000000,407.342900
