move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,2,0,8.781296,0.000000,8.788193
2,0,2,7.409103,0.000000,17.585300
3,1,2,2.575500,0.000000,21.566100
4,2,2,2.324509,0.000000,25.295700
5,0,0,2.408005,0.000000,29.159100
6,1,1,1.572006,0.000000,32.169800
7,2,2,1.287796,0.000000,34.879200
8,0,0,0.785904,0.000000,37.120500
9,1,1,0.568207,0.000000,39.127200
10,2,2,0.618607,0.000000,41.167800
11,1,0,0.635193,0.000000,43.258390
12,1,0,1.822906,0.000000,46.469800
13,2,0,1.789398,0.000000,49.647490
14,0,1,1.237503,0.000000,52.273300
15,1,2,0.969894,0.000000,54.882490
16,2,0,2.257904,0.000000,58.545390
17,0,1,1.655502,0.000000,61.589200
18,1,0,0.735703,0.000000,63.964200
19,2,1,1.455307,0.000000,66.808000
20,0,0,0.802490,0.000000,69.249190
21,1,2,1.505203,0.000000,72.193100
22,2,2,1.337799,0.000000,74.935900
23,1,0,1.789413,0.000000,78.180600
24,1,0,1.739288,0.000000,81.308090
25,2,1,0.668900,0.000000,83.365400
26,1,0,1.003510,0.000000,86.008100
27,1,2,0.702194,0.000000,88.098500
28,2,0,0.936295,0.000000,90.440090
29,0,0,1.204102,0.000000,93.032700
30,1,1,0.685410,0.000000,95.156400
31,2,1,1.856506,0.000000,98.434800
32,0,2,0.585205,0.000000,100.659200
33,1,1,0.685516,0.000000,102.749800
34,2,2,1.120300,0.000000,105.292000
35,0,0,0.468201,0.000000,107.215500
36,1,1,0.501587,0.000000,109.155600
37,2,2,0.819397,0.000000,111.396700
38,0,0,0.418884,0.000000,113.269900
39,1,1,0.066895,0.000000,114.775300
40,2,0,0.568817,0.000000,116.765600
41,0,0,0.501495,0.000000,118.655500
42,1,1,0.417908,0.000000,120.512000
43,2,1,1.890076,0.000000,123.823700
44,1,0,0.049896,0.000000,125.512600
45,1,1,1.388000,0.000000,128.289200
46,2,1,1.655792,0.000000,131.366600
47,0,0,0.083710,0.000000,133.089300
48,1,1,0.518097,0.000000,135.045900
49,2,1,0.903107,0.000000,137.370900
50,0,2,0.150604,0.000000,139.160700
51,1,1,0.300781,0.000000,140.866300
52,2,2,0.300812,0.000000,142.589000
53,0,0,0.284210,0.000000,144.328500
54,1,1,0.233795,0.000000,146.000900
55,2,2,0.217407,0.000000,147.640300
56,0,0,0.250702,0.000000,149.346100
57,1,1,0.083221,0.000000,150.867900
58,2,2,0.401398,0.000000,152.691200
59,1,0,0.267212,0.000000,154.413700
60,1,0,0.668793,0.000000,156.470900
61,2,0,0.334412,0.000000,158.193700
62,1,0,0.300690,0.000000,159.882800
63,1,0,0.267426,0.000000,161.538700
64,2,0,0.267273,0.000000,163.194400
65,0,0,0.317291,0.000000,164.900200
66,1,1,0.317383,0.000000,166.656400
67,2,2,0.267304,0.000000,168.345800
68,0,1,0.367584,0.000000,170.168600
69,1,1,0.266785,0.000000,172.075400
70,2,2,0.350891,0.000000,173.848300
71,0,0,0.568298,0.000000,175.872000
72,1,1,0.150421,0.000000,177.461100
73,2,2,0.100098,0.000000,178.983000
74,0,1,0.485016,0.000000,180.923200
75,1,1,0.066803,0.000000,182.629200
76,2,2,0.134003,0.000000,184.183600
77,0,0,0.284180,0.000000,185.923800
78,1,1,0.200409,0.000000,187.563000
79,2,2,0.317780,0.000000,189.302400
80,0,0,0.351105,0.000000,191.108900
81,1,1,0.150421,0.000000,192.697700
82,2,2,0.250610,0.000000,194.370100
83,0,0,0.618622,0.000000,196.444100
84,1,1,0.301910,0.000000,198.183400
85,2,2,0.199585,0.000000,199.804800
86,0,0,0.283905,0.000000,201.545000
87,1,1,0.149323,0.000000,203.133000
88,2,2,0.083191,0.000000,204.639300
89,1,0,0.516876,0.000000,206.611600
90,1,1,0.468109,0.000000,208.469500
91,2,0,0.869202,0.000000,210.760400
92,0,1,1.555298,0.000000,213.704400
93,1,1,0.184418,0.000000,215.528000
94,2,2,0.317688,0.000000,217.267000
95,1,0,0.183594,0.000000,218.906000
96,1,1,0.668579,0.000000,220.963100
97,2,0,0.267181,0.000000,222.652200
98,1,0,1.020081,0.000000,225.060700
99,1,1,0.367798,0.000000,226.817000
100,2,0,0.233917,0.000000,228.472600
101,0,0,0.401184,0.000000,230.262300
102,1,1,0.250488,0.000000,231.951500
103,2,1,0.919708,0.000000,234.293100
104,0,0,0.568604,0.000000,236.501000
105,1,1,0.334412,0.000000,238.273600
106,2,2,0.351807,0.000000,240.046400
107,0,1,0.417694,0.000000,241.919800
108,1,1,0.033203,0.000000,243.592100
109,2,2,0.702118,0.000000,245.716200
110,0,0,0.200592,0.000000,247.372100
111,1,1,0.300598,0.000000,249.111600
112,2,2,0.585205,0.000000,251.118800
113,0,0,0.234680,0.000000,252.808500
114,1,1,0.200409,0.000000,254.446800
115,2,2,0.066925,0.000000,255.935400
116,0,0,0.618683,0.000000,258.009400
117,1,1,0.033112,0.000000,259.481000
118,2,2,0.300507,0.000000,261.202600
119,0,1,0.217499,0.000000,262.876300
120,1,1,0.468994,0.000000,264.983500
121,2,1,0.300873,0.000000,266.706300
122,0,0,0.618500,0.000000,268.964000
123,1,2,0.284607,0.000000,270.687400
124,2,2,0.468018,0.000000,272.560100
125,0,1,0.350098,0.000000,274.365400
126,1,1,0.082397,0.000000,276.088100
127,2,2,0.551483,0.000000,278.062500
128,0,0,0.166901,0.000000,279.684800
129,1,1,0.167084,0.000000,281.290700
130,2,2,0.083588,0.000000,282.796200
131,0,0,0.585083,0.000000,284.836300
132,1,1,0.101074,0.000000,286.375100
133,2,2,0.100189,0.000000,287.897000
134,0,0,0.032990,0.000000,289.385500
135,1,1,0.568298,0.000000,291.392700
136,2,1,0.200409,0.000000,293.015000
137,1,0,0.601593,0.000000,295.256000
138,1,1,1.504974,0.000000,298.149600
139,2,0,0.266113,0.000000,299.837600
140,0,0,0.300781,0.000000,301.528100
141,1,1,0.048706,0.000000,303.015500
142,2,2,0.050018,0.000000,304.488500
143,0,0,0.033295,0.000000,305.977000
144,1,1,0.048920,0.000000,307.464400
145,2,2,0.484894,0.000000,309.372100
146,1,0,0.568481,0.000000,311.395900
147,1,1,1.321198,0.000000,314.105500
148,2,2,0.869598,0.000000,316.396800
149,0,0,0.267304,0.000000,318.119400
150,1,1,0.384827,0.000000,319.942600
151,2,2,0.065796,0.000000,321.429900
152,1,0,0.151489,0.000000,323.036800
153,1,1,2.525391,0.000000,326.950300
154,2,2,0.283783,0.000000,328.656000
155,0,0,0.484802,0.000000,330.596500
156,1,1,0.300781,0.000000,332.335600
157,2,2,0.083405,0.000000,333.840900
158,0,1,0.284088,0.000000,335.580500
159,1,1,0.049072,0.000000,337.268800
160,2,1,0.652893,0.000000,339.343500
161,1,0,0.551605,0.000000,341.534600
162,1,1,0.484711,0.000000,343.407600
163,2,2,0.384399,0.000000,345.214100
164,0,0,0.216400,0.000000,346.885600
165,1,1,0.267181,0.000000,348.592500
166,2,2,0.284088,0.000000,350.298600
167,0,0,0.283112,0.000000,352.037000
168,1,1,0.166992,0.000000,353.643500
