move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,0,2,5.767105,0.000000,5.826202
2,1,0,4.126602,0.000000,11.365300
3,2,2,4.215500,0.000000,16.963990
4,0,0,2.383102,0.000000,20.796490
5,1,1,1.016800,0.000000,23.262800
6,2,2,1.999100,0.000000,26.678100
7,0,0,1.683411,0.000000,29.811600
8,1,1,1.899796,0.000000,33.160690
9,2,2,1.782608,0.000000,36.359300
10,0,0,2.066910,0.000000,39.876100
11,1,1,1.065399,0.000000,42.391490
12,2,2,1.250198,0.000000,45.057890
13,0,0,1.199799,0.000000,47.707200
14,1,1,0.734604,0.000000,49.891400
15,2,2,0.733704,0.000000,52.039990
16,1,0,0.582901,0.000000,54.072300
17,1,1,2.499695,0.000000,57.954900
18,2,2,2.549500,0.000000,61.920790
19,0,0,1.065613,0.000000,64.436400
20,1,1,0.566101,0.000000,66.453690
21,2,1,1.001801,0.000000,68.871990
22,1,2,0.981110,0.000000,71.502000
23,1,2,1.766998,0.000000,74.668900
24,2,1,2.177002,0.000000,78.251600
25,0,0,2.417480,0.000000,82.318280
26,1,1,1.132721,0.000000,84.899310
27,2,2,0.882721,0.000000,87.198410
28,1,0,1.063293,0.000000,89.715500
29,1,1,1.966003,0.000000,93.064500
30,2,1,1.384399,0.000000,95.865190
31,1,0,3.416504,0.000000,100.929500
32,1,1,1.900085,0.000000,104.212000
33,2,2,2.399200,0.000000,108.028000
34,0,0,1.113892,0.000000,110.595000
35,1,1,1.733612,0.000000,113.776800
36,2,2,2.616516,0.000000,117.809200
37,0,1,1.268585,0.000000,120.527500
38,1,1,2.915894,0.000000,125.090500
39,2,1,1.714783,0.000000,128.223600
40,0,0,3.813690,0.000000,133.688500
41,1,1,1.832886,0.000000,136.972900
42,2,1,2.266693,0.000000,140.654400
43,0,2,3.366913,0.000000,145.670000
44,1,0,2.366394,0.000000,149.436000
45,2,1,1.164886,0.000000,151.985100
46,0,0,2.749115,0.000000,156.384100
47,1,1,2.665405,0.000000,160.498900
48,2,1,2.615601,0.000000,164.531700
49,0,0,1.449005,0.000000,167.631100
50,1,1,1.215485,0.000000,170.297000
51,2,2,0.932800,0.000000,172.646300
52,0,0,1.732483,0.000000,175.828800
53,1,1,1.316406,0.000000,178.595200
54,2,2,1.283020,0.000000,181.295600
55,0,0,1.066223,0.000000,183.810800
56,1,1,0.763611,0.000000,186.027600
57,2,2,1.017212,0.000000,188.462600
58,0,0,0.715485,0.000000,190.626800
59,1,1,0.300415,0.000000,192.377000
60,2,2,0.617004,0.000000,194.409600
61,0,0,1.948181,0.000000,197.807800
62,1,1,0.582214,0.000000,199.840900
63,2,2,0.615906,0.000000,201.873300
64,0,0,0.984497,0.000000,204.308700
65,1,1,0.899292,0.000000,206.658100
66,2,2,0.798798,0.000000,208.873300
67,1,0,2.249420,0.000000,212.572400
68,1,1,0.533295,0.000000,214.488400
69,2,1,2.849976,0.000000,218.754800
70,0,1,2.431488,0.000000,222.835500
71,1,1,0.600098,0.000000,225.085300
72,2,2,0.700897,0.000000,227.202500
73,0,0,0.866180,0.000000,229.517700
