move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,0,0,1.743200,0.000000,1.755699
2,1,2,0.485001,0.000000,3.679501
3,2,1,0.786102,0.000000,5.869801
4,0,1,0.551300,0.000000,8.060799
5,1,2,0.199501,0.000000,9.901100
6,2,2,0.033298,0.000000,11.339600
7,0,2,0.116699,0.000000,12.911400
8,1,2,0.133602,0.000000,14.449600
9,2,2,0.233299,0.000000,16.089100
10,1,2,0.185501,0.000000,17.729500
11,1,2,0.235401,0.000000,19.368400
12,2,2,0.117798,0.000000,20.889700
13,0,2,0.284599,0.000000,22.629200
14,1,2,0.183300,0.000000,24.217500
15,2,2,0.050697,0.000000,25.673200
16,0,2,0.116901,0.000000,27.244800
17,1,2,0.184597,0.000000,28.834200
18,2,2,0.200302,0.000000,30.439800
19,0,2,0.016602,0.000000,31.911300
20,1,2,0.266403,0.000000,33.583900
21,2,2,0.083599,0.000000,35.072400
22,0,0,0.384300,0.000000,36.912600
23,1,0,0.033699,0.000000,38.384300
24,2,0,0.083397,0.000000,39.856800
25,0,0,0.117905,0.000000,41.361600
26,1,0,0.100601,0.000000,42.900000
27,2,0,0.049202,0.000000,44.337300
28,0,0,0.132500,0.000000,45.860100
29,1,0,0.317299,0.000000,47.616500
30,2,0,0.067703,0.000000,49.071600
31,0,0,0.015404,0.000000,50.475600
32,1,0,0.049500,0.000000,51.964300
33,2,1,0.082298,0.000000,53.435800
34,0,1,0.065498,0.000000,55.142500
35,1,1,0.200707,0.000000,56.982900
36,2,1,0.667496,0.000000,59.072300
37,0,1,0.416298,0.000000,61.129800
38,1,0,0.182503,0.000000,62.953100
39,2,1,0.401703,0.000000,64.743600
40,0,1,0.452499,0.000000,66.834600
41,1,1,0.435402,0.000000,68.908500
42,2,1,0.335403,0.000000,70.664800
43,1,0,0.702004,0.000000,73.004600
44,1,0,0.150597,0.000000,74.544300
45,2,0,0.184502,0.000000,76.116800
46,1,0,0.049500,0.000000,77.554300
47,1,0,0.167297,0.000000,79.109500
48,2,0,0.200501,0.000000,80.698400
49,0,0,0.083794,0.000000,82.171100
50,1,0,0.033600,0.000000,83.642700
51,2,0,0.116600,0.000000,85.147200
52,1,0,0.134399,0.000000,86.670600
53,1,0,0.082405,0.000000,88.141400
54,2,0,0.183495,0.000000,89.714000
55,1,0,0.183395,0.000000,91.286600
56,1,0,0.184700,0.000000,92.859100
57,2,0,0.066704,0.000000,94.312500
58,0,1,1.337700,0.000000,97.039100
59,1,1,0.451393,0.000000,99.130100
60,2,0,1.421600,0.000000,101.973600
61,1,0,0.835892,0.000000,104.197300
62,1,1,0.669205,0.000000,106.255600
63,2,1,0.317307,0.000000,107.993500
64,0,0,0.820007,0.000000,110.453500
65,1,1,0.451294,0.000000,112.342700
66,2,1,0.050705,0.000000,113.815500
67,1,0,0.483093,0.000000,115.938100
68,1,1,0.249603,0.000000,117.577700
69,2,1,0.736496,0.000000,119.736300
70,0,1,0.401596,0.000000,121.775900
71,1,1,1.471298,0.000000,124.886900
72,2,1,0.234604,0.000000,126.543400
73,0,1,0.701386,0.000000,128.884300
74,1,1,0.032700,0.000000,130.556600
75,2,1,0.367294,0.000000,132.345800
76,1,1,0.618195,0.000000,134.603700
77,1,1,0.986893,0.000000,137.012500
78,2,1,0.318390,0.000000,138.752800
79,0,1,0.568100,0.000000,140.959600
80,1,1,0.151993,0.000000,142.750200
81,2,1,0.467011,0.000000,144.639200
82,0,1,0.117706,0.000000,146.395600
83,1,2,0.083694,0.000000,148.118000
84,2,1,4.247498,0.000000,153.770500
85,1,1,0.301300,0.000000,155.711900
86,1,1,0.248993,0.000000,157.383000
87,2,1,1.069595,0.000000,159.875900
88,0,1,0.283508,0.000000,161.799100
89,1,1,0.250504,0.000000,163.689300
90,2,1,0.099396,0.000000,165.211000
91,1,1,0.049011,0.000000,166.900400
92,1,1,0.366989,0.000000,168.689400
93,2,1,0.117493,0.000000,170.229300
94,0,1,0.115402,0.000000,171.984600
95,1,1,0.267197,0.000000,173.891700
96,2,1,0.066498,0.000000,175.380300
97,0,1,0.033707,0.000000,177.052700
98,1,1,0.116791,0.000000,178.809300
99,2,1,0.284805,0.000000,180.516000
100,0,1,0.049789,0.000000,182.204000
101,1,1,0.117691,0.000000,183.961400
102,2,1,8.580704,0.000000,193.963000
103,1,1,0.768997,0.000000,196.370800
104,1,1,0.668198,0.000000,198.460700
105,2,2,0.082489,0.000000,199.966300
106,0,2,0.048798,0.000000,201.471300
107,1,2,0.217606,0.000000,203.094300
108,2,2,0.067200,0.000000,204.566500
109,0,2,0.217804,0.000000,206.238600
110,1,2,0.182404,0.000000,207.826900
111,2,2,0.249100,0.000000,209.482000
112,0,2,0.016800,0.000000,210.955100
113,1,2,0.133606,0.000000,212.493500
114,2,2,0.115707,0.000000,214.015300
115,1,2,0.033905,0.000000,215.504800
116,1,2,0.016403,0.000000,216.925200
117,2,2,0.250794,0.000000,218.582100
118,0,2,0.200501,0.000000,220.237200
119,1,2,0.234497,0.000000,221.876800
120,2,2,0.016907,0.000000,223.298600
121,1,2,0.032593,0.000000,224.785700
122,1,2,0.099701,0.000000,226.291600
123,2,2,0.200607,0.000000,227.897000
124,0,2,0.267792,0.000000,229.620600
125,1,2,0.066711,0.000000,231.092000
126,2,2,0.115387,0.000000,232.613600
127,0,0,0.466980,0.000000,234.536600
128,1,1,0.519470,0.000000,236.512100
129,2,1,0.769318,0.000000,238.703000
130,0,0,0.301300,0.000000,240.643000
131,1,1,0.918793,0.000000,242.999800
132,2,2,0.065186,0.000000,244.488100
133,0,0,0.200501,0.000000,246.144900
134,1,1,0.636292,0.000000,248.218900
135,2,2,0.385803,0.000000,250.025200
136,0,0,0.201782,0.000000,251.681800
137,1,1,0.600311,0.000000,253.720700
138,2,2,0.285492,0.000000,255.428200
139,0,0,0.469513,0.000000,257.351400
140,1,1,0.334106,0.000000,259.123200
141,2,2,0.233612,0.000000,260.779200
142,0,0,3.026794,0.000000,265.262000
143,1,1,0.267517,0.000000,266.968400
144,2,1,0.133484,0.000000,268.522800
145,0,0,0.351593,0.000000,270.514200
146,1,1,0.284485,0.000000,272.236300
147,2,2,0.503204,0.000000,274.160400
148,0,1,2.793213,0.000000,278.407500
149,1,1,1.672302,0.000000,281.719500
150,2,1,0.952911,0.000000,284.094200
151,0,0,0.267517,0.000000,286.000300
152,1,1,0.820007,0.000000,288.259400
153,2,1,0.217499,0.000000,289.897700
154,0,1,0.150879,0.000000,291.688300
155,1,1,0.250275,0.000000,293.577100
