move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,0,0,4.472099,0.000000,4.496101
2,1,2,3.278900,0.000000,9.220703
3,2,2,2.772903,0.000000,13.396100
4,0,0,2.390602,0.000000,17.242200
5,1,1,0.618706,0.000000,19.299710
6,2,2,2.842903,0.000000,23.562710
7,1,0,0.835106,0.000000,25.850910
8,1,0,0.836899,0.000000,28.076500
9,2,1,0.765701,0.000000,30.231700
10,0,2,0.686905,0.000000,32.557400
11,1,2,0.936600,0.000000,34.897310
12,2,2,0.620804,0.000000,36.920500
13,1,0,1.153702,0.000000,39.527600
14,1,1,1.505600,0.000000,42.421400
15,2,0,2.121796,0.000000,45.964800
16,0,2,0.718796,0.000000,48.071200
17,1,2,2.038803,0.000000,51.514100
18,2,2,0.802399,0.000000,53.721910
19,1,1,1.790100,0.000000,56.967010
20,1,1,0.969696,0.000000,59.355300
21,2,0,1.471390,0.000000,62.248600
22,1,0,0.682694,0.000000,64.320400
23,1,1,0.419205,0.000000,66.127610
24,2,1,0.751801,0.000000,68.299500
25,0,2,0.166702,0.000000,70.106000
26,1,2,0.501694,0.000000,72.011700
27,2,2,0.433701,0.000000,73.850510
28,0,1,4.347992,0.000000,79.652500
29,1,1,0.302597,0.000000,81.591400
30,2,1,0.703003,0.000000,83.715100
31,0,0,0.668900,0.000000,86.022110
32,1,1,0.701492,0.000000,88.161700
33,2,2,0.501999,0.000000,90.084810
34,0,0,0.652802,0.000000,92.191600
35,1,1,0.467300,0.000000,94.096300
36,2,2,1.518906,0.000000,97.037700
37,0,0,1.635910,0.000000,100.130500
38,1,1,0.434006,0.000000,102.005000
39,2,2,0.517395,0.000000,103.943800
40,0,0,1.169403,0.000000,106.568600
41,1,1,0.316498,0.000000,108.323300
42,2,2,0.468903,0.000000,110.213500
43,0,0,0.902405,0.000000,112.570000
44,1,1,0.350601,0.000000,114.376000
45,2,2,0.367600,0.000000,116.165000
46,0,0,1.788010,0.000000,119.407800
47,1,1,0.350708,0.000000,121.196600
48,2,2,0.583603,0.000000,123.202800
49,0,0,1.354904,0.000000,126.012800
50,1,1,0.403107,0.000000,127.868200
51,2,2,0.450913,0.000000,129.740500
52,1,0,1.452194,0.000000,132.647800
53,1,1,1.019104,0.000000,135.055900
54,2,2,0.669998,0.000000,137.147400
55,0,0,0.449905,0.000000,139.051400
56,1,1,0.233795,0.000000,140.723200
57,2,2,0.450501,0.000000,142.595000
58,0,0,0.401199,0.000000,144.452900
59,1,1,0.252091,0.000000,146.142000
60,2,2,0.283508,0.000000,147.844600
61,1,0,1.237305,0.000000,150.537000
62,1,1,0.584793,0.000000,152.509600
63,2,2,0.334793,0.000000,154.266300
64,0,0,0.367691,0.000000,156.088000
65,1,1,0.450089,0.000000,157.977900
66,2,1,0.350891,0.000000,159.749200
67,0,2,0.436218,0.000000,161.823500
68,1,1,0.753174,0.000000,163.979700
69,2,2,0.200897,0.000000,165.601200
70,0,0,0.383514,0.000000,167.438700
71,1,1,0.349701,0.000000,169.244500
72,2,2,0.821808,0.000000,171.487400
73,0,0,0.350403,0.000000,173.291600
74,1,1,0.316193,0.000000,175.063500
75,2,2,0.868683,0.000000,177.355300
76,0,0,0.417419,0.000000,179.228000
77,1,1,0.284912,0.000000,180.949100
78,2,2,0.566925,0.000000,182.936400
79,1,0,0.434692,0.000000,184.826300
80,1,0,1.721497,0.000000,187.935900
81,2,2,0.785706,0.000000,190.110300
82,0,0,0.451996,0.000000,192.016400
83,1,1,0.350800,0.000000,193.822300
84,2,2,0.885407,0.000000,196.129100
85,0,0,0.802887,0.000000,198.386000
86,1,1,0.250794,0.000000,200.075000
87,2,1,0.734680,0.000000,202.230700
88,0,0,1.019287,0.000000,204.887800
89,1,1,0.283722,0.000000,206.611600
90,2,2,0.467499,0.000000,208.500100
91,0,0,0.417694,0.000000,210.373000
92,1,1,0.216492,0.000000,212.026600
93,2,2,0.416901,0.000000,213.865600
94,1,2,0.701782,0.000000,216.023300
95,1,0,0.784729,0.000000,218.212500
96,2,2,0.467804,0.000000,220.068500
97,0,0,0.432983,0.000000,221.957300
98,1,1,0.233704,0.000000,223.646900
99,2,2,1.872711,0.000000,226.940200
100,0,0,0.547394,0.000000,228.942100
101,1,1,0.184387,0.000000,230.551500
102,2,1,0.818695,0.000000,232.791300
103,0,0,0.752502,0.000000,235.199200
104,1,1,0.099792,0.000000,236.753500
105,2,2,0.518494,0.000000,238.693000
106,0,0,0.535217,0.000000,240.682900
107,1,1,1.219604,0.000000,243.356800
108,2,2,0.401489,0.000000,245.179800
109,1,0,1.035492,0.000000,247.670700
110,1,0,0.734802,0.000000,249.794500
111,2,2,0.785919,0.000000,251.968200
112,0,0,0.520386,0.000000,253.942500
113,1,1,0.586304,0.000000,255.964300
114,2,2,0.417297,0.000000,257.802200
115,0,0,0.568878,0.000000,259.825400
116,1,1,0.166687,0.000000,261.430800
117,2,2,0.735413,0.000000,263.587400
118,0,0,0.267914,0.000000,265.308900
119,1,1,0.235504,0.000000,266.998700
120,2,2,0.500092,0.000000,268.919400
121,0,0,0.418304,0.000000,270.793400
122,1,1,0.132385,0.000000,272.363700
123,2,2,0.518921,0.000000,274.304200
124,0,0,0.252502,0.000000,276.009600
125,1,1,0.266998,0.000000,277.730000
126,2,2,0.502686,0.000000,279.653500
127,1,0,0.868591,0.000000,281.977100
