move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,0,2,3.088608,0.000000,3.128403
2,1,2,4.024597,0.000000,8.700394
3,2,0,2.315704,0.000000,12.545000
4,1,0,2.795288,0.000000,16.889500
5,1,0,2.038605,0.000000,20.649000
6,2,2,2.327408,0.000000,24.718400
7,0,1,6.522995,0.000000,33.043290
8,1,0,2.551392,0.000000,37.645690
9,2,0,1.524094,0.000000,40.877590
10,0,0,1.739502,0.000000,44.138290
11,1,1,3.790298,0.000000,49.527500
12,2,0,3.559799,0.000000,54.656800
13,0,0,1.704803,0.000000,58.095000
14,1,2,3.628479,0.000000,63.504990
15,2,2,1.454193,0.000000,66.649890
16,0,0,6.357605,0.000000,74.786910
17,1,1,3.187286,0.000000,79.867690
18,2,1,6.417114,0.000000,87.837510
19,0,0,2.866608,0.000000,92.519000
20,1,2,5.453308,0.000000,99.762010
21,2,0,3.006195,0.000000,104.450000
22,0,0,3.798706,0.000000,110.021200
23,1,1,2.156128,0.000000,113.956700
24,2,2,2.971893,0.000000,118.645000
25,1,0,3.364410,0.000000,123.647300
26,1,0,2.644592,0.000000,127.841700
27,2,0,3.250580,0.000000,132.842100
28,0,0,2.565491,0.000000,137.149400
29,1,2,2.802795,0.000000,141.689600
30,2,2,1.975983,0.000000,145.406100
31,1,1,3.941376,0.000000,151.195800
32,1,1,1.818787,0.000000,154.718100
33,2,2,2.820099,0.000000,159.141100
34,0,1,3.722992,0.000000,164.456900
35,1,1,3.042786,0.000000,169.332600
36,2,2,3.013214,0.000000,174.069600
37,0,0,3.460907,0.000000,179.296400
38,1,1,1.160706,0.000000,182.321400
39,2,1,1.183380,0.000000,185.261600
40,0,1,1.790314,0.000000,189.113000
41,1,1,0.903198,0.000000,191.949600
42,2,1,2.593597,0.000000,196.139600
43,0,0,2.166077,0.000000,200.122500
44,1,1,1.215088,0.000000,202.956500
45,2,0,2.677795,0.000000,207.292400
46,0,1,2.333801,0.000000,211.297400
47,1,1,0.782684,0.000000,214.085300
48,2,2,3.608521,0.000000,219.472700
49,0,0,4.569672,0.000000,225.821200
50,1,1,1.429993,0.000000,228.992200
51,2,1,2.619995,0.000000,233.211200
52,0,1,1.787598,0.000000,236.812800
53,1,1,0.451996,0.000000,239.086900
54,2,0,1.889282,0.000000,242.573700
55,0,1,1.410400,0.000000,245.739700
56,1,1,0.822784,0.000000,248.557800
57,2,0,2.914703,0.000000,253.224800
58,0,0,1.980286,0.000000,256.957300
59,1,1,1.122498,0.000000,259.925100
60,2,1,1.744690,0.000000,263.516500
61,0,0,2.869995,0.000000,268.408500
62,1,2,3.239502,0.000000,273.347000
63,2,0,1.720886,0.000000,276.649500
64,0,1,0.945984,0.000000,279.135400
65,1,1,0.536408,0.000000,281.455000
66,2,2,2.919128,0.000000,286.023900
67,0,0,3.696686,0.000000,291.596000
68,1,2,2.999878,0.000000,296.353700
69,2,2,3.001709,0.000000,301.065100
70,0,0,1.737823,0.000000,304.643900
71,1,1,1.492004,0.000000,307.900000
72,2,0,2.741180,0.000000,312.329100
73,0,0,1.248901,0.000000,315.072200
74,1,1,1.786621,0.000000,318.499500
75,2,2,2.137390,0.000000,322.198300
76,0,1,2.659973,0.000000,326.717600
77,1,1,0.913635,0.000000,329.582300
78,2,2,3.846802,0.000000,335.162600
79,0,0,2.554993,0.000000,339.482800
80,1,1,4.754700,0.000000,345.980600
81,2,0,3.372559,0.000000,351.087900
82,0,0,1.017395,0.000000,353.668100
83,1,1,2.222351,0.000000,357.502700
84,2,2,1.337524,0.000000,360.426500
85,1,0,2.202698,0.000000,364.341200
86,1,0,1.038269,0.000000,367.142700
