move,waitedResult,optionChosen,movementTime,pauseTime,timeRunning
1,2,0,2.856003,0.000000,2.868797
2,0,1,7.994301,0.000000,12.239100
3,1,2,2.759300,0.000000,16.638100
4,2,2,1.790001,0.000000,19.833100
5,0,1,1.973801,0.000000,23.261700
6,1,1,2.492500,0.000000,27.393000
7,2,0,2.457497,0.000000,31.272190
8,0,2,1.471298,0.000000,34.132600
9,1,1,1.254601,0.000000,36.792100
10,2,0,1.857506,0.000000,40.070000
11,0,0,1.437393,0.000000,42.896290
12,1,2,1.354401,0.000000,45.689700
13,2,1,1.589508,0.000000,48.684000
14,0,0,1.237595,0.000000,51.560100
15,1,1,1.655014,0.000000,54.654300
16,2,2,0.921387,0.000000,56.997490
17,0,0,0.970688,0.000000,59.421700
18,1,2,1.120804,0.000000,61.980600
19,2,1,1.070496,0.000000,64.455890
20,0,0,0.568008,0.000000,66.663000
21,1,1,1.203201,0.000000,69.305400
22,2,2,1.487900,0.000000,72.215900
23,0,0,1.304413,0.000000,74.976200
24,1,1,0.887009,0.000000,77.301000
25,2,2,0.685303,0.000000,79.408000
26,0,0,0.903000,0.000000,81.765800
27,1,1,0.869797,0.000000,84.074500
28,2,2,0.501297,0.000000,85.997900
29,0,0,0.719299,0.000000,88.171900
30,1,1,0.752701,0.000000,90.363400
31,2,2,0.301407,0.000000,92.086100
32,0,0,0.886505,0.000000,94.427700
33,1,1,0.552002,0.000000,96.417900
34,2,2,0.451309,0.000000,98.290900
35,0,0,0.770706,0.000000,100.515300
36,1,1,0.484604,0.000000,102.438500
37,2,2,0.485413,0.000000,104.345600
38,0,0,0.736206,0.000000,106.536600
39,1,1,0.418396,0.000000,108.392900
40,2,2,0.317490,0.000000,110.132200
41,0,0,0.870087,0.000000,112.457200
42,1,1,0.384705,0.000000,114.280500
43,2,2,0.384689,0.000000,116.086900
44,0,0,0.719086,0.000000,118.260500
45,1,1,0.350296,0.000000,120.049700
46,2,2,0.451202,0.000000,121.923000
47,0,0,0.852799,0.000000,124.231900
48,1,1,0.384308,0.000000,126.054100
49,2,2,0.250397,0.000000,127.726600
50,1,0,0.535004,0.000000,129.717600
51,1,1,1.721497,0.000000,132.827700
52,2,2,0.635498,0.000000,134.885900
53,0,0,0.684998,0.000000,137.025800
54,1,1,0.619202,0.000000,139.084000
55,2,2,0.534897,0.000000,141.040600
