1,1,1,1,12,16,6.073502,0,2,6.088196,53.0
1,1,2,1,12,16,3.027603,0,1,10.515,53.0
1,1,3,1,12,16,0.9375,0,1,12.8409,53.0
1,1,4,1,12,16,1.3871,0,2,15.6151,53.0
1,1,5,1,12,16,1.7061,1,1,18.711,53.0
1,1,6,1,12,16,1.907501,2,1,22.0397,53.0
1,1,7,1,12,16,1.489212,0,2,24.93201,53.0
1,1,8,1,12,16,1.9245,1,0,28.2448,53.0
1,1,9,1,12,16,2.089798,1,1,31.9726,53.0
1,1,10,1,12,16,2.039108,2,2,35.4344,53.0
1,1,11,1,12,16,1.556,2,0,38.446,53.0
1,1,12,1,12,16,0.986099,2,1,40.83771,53.0
1,1,13,1,12,16,0.602203,2,2,42.8448,53.0
1,1,14,1,12,16,1.638794,1,0,45.9386,53.0
1,1,15,1,12,16,1.004593,1,1,48.5822,53.0
1,1,16,1,12,16,0.768311,2,2,50.77161,53.0
1,1,17,1,12,16,0.701187,0,0,52.92889,53.0
1,1,18,1,12,16,0.919006,1,1,55.2872,53.0
1,1,19,1,12,16,0.419006,2,2,57.1293,53.0
1,1,20,1,12,16,0.752487,0,0,59.33679,53.0
1,1,21,1,12,16,0.552918,1,1,61.32611,53.0
1,1,22,1,12,16,0.400116,2,2,63.14801,53.0
1,1,23,1,12,16,0.752197,0,0,65.35681,53.0
1,1,24,1,12,16,0.518097,1,1,67.31461,53.0
1,1,25,1,12,16,0.452515,2,2,69.18701,53.0
1,1,26,1,12,16,0.569092,0,0,71.2103,53.0
1,1,27,1,12,16,0.434998,1,1,73.0831,53.0
1,1,28,1,12,16,0.283722,2,2,74.78922,53.0
1,1,29,1,12,16,0.385284,0,0,76.62979,53.0
1,1,30,1,12,16,0.351196,1,1,78.41861,53.0
1,1,31,1,12,16,0.249603,2,2,80.09149,53.0
1,1,32,1,12,16,0.300201,0,0,81.8475,53.0
1,1,33,1,12,16,0.316711,1,1,83.60352,53.0
1,1,34,1,12,16,0.183807,2,2,85.20941,53.0
1,1,35,1,12,16,0.350403,0,0,87.01471,53.0
1,1,36,1,12,16,0.401398,1,1,88.8558,53.0
1,1,37,1,12,16,0.167481,2,2,90.44479,53.0
1,1,38,1,12,16,0.351685,0,0,92.2511,53.0
1,1,39,1,12,16,0.684204,1,1,94.37399,53.0
1,1,40,1,12,16,0.301514,2,2,96.09781,53.0
1,1,41,1,12,16,0.333588,0,0,97.88699,53.0
1,1,42,1,12,16,0.334473,1,1,99.66019,53.0
1,1,43,1,12,16,0.301483,2,2,101.383,53.0
1,1,44,1,12,16,0.383087,0,0,103.2216,53.0
1,1,45,1,12,16,0.3508,1,1,105.0115,53.0
1,1,46,1,12,16,0.400818,2,2,106.834,53.0
1,1,47,1,12,16,0.552704,0,0,108.8431,53.0
1,1,48,1,12,16,0.430115,1,1,110.7152,53.0
1,1,49,1,12,16,0.332977,2,2,112.4705,53.0
1,1,50,1,12,16,0.417603,0,0,114.3445,53.0
1,1,51,1,12,16,0.551483,1,1,116.336,53.0
1,1,52,1,12,16,0.368805,2,2,118.1258,53.0
1,1,53,1,12,16,0.401825,0,1,119.9821,53.0
1,1,54,1,12,16,3.277618,2,1,124.6473,53.0
1,1,55,1,12,16,2.007202,2,2,128.0592,53.0
1,1,56,1,12,16,0.985413,0,1,130.5009,53.0
1,1,57,1,12,16,1.571899,1,1,133.4614,53.0
1,1,58,1,12,16,1.068481,1,2,135.9527,53.0
1,1,59,1,12,16,0.3349,1,0,137.927,53.0
1,1,60,1,12,16,0.567413,1,1,140.1339,53.0
1,1,61,1,12,16,0.885315,2,2,142.442,53.0
1,1,62,1,12,16,0.885407,0,1,144.784,53.0
1,1,63,1,12,16,0.3992,0,1,146.5729,53.0
1,1,64,1,12,16,2.040283,2,2,150.0037,53.0
1,1,65,1,12,16,1.355194,1,1,152.8133,53.0
1,1,66,1,12,16,0.417206,1,1,154.6525,53.0
1,1,67,1,12,16,0.869202,0,2,156.9432,53.0
1,1,68,1,12,16,0.803375,2,0,159.1349,53.0
1,1,69,1,12,16,1.237305,2,1,161.7774,53.0
1,1,70,1,12,16,0.551392,1,2,163.7339,53.0
1,1,71,1,12,16,0.736603,1,0,166.1087,53.0
1,1,72,1,12,16,1.221405,1,1,168.9691,53.0
1,1,73,1,12,16,1.237793,2,2,171.6282,53.0
1,1,74,1,12,16,1.036194,1,0,174.12,53.0
1,1,75,1,12,16,0.217102,0,1,175.9766,53.0
1,1,76,1,12,16,2.071808,1,2,179.4378,53.0
1,1,77,1,12,16,0.785217,1,0,181.863,53.0
1,1,78,1,12,16,0.669281,1,1,184.1732,53.0
1,1,79,1,12,16,0.633392,2,2,186.2284,53.0
1,1,80,1,12,16,0.452698,0,0,188.1361,53.0
1,1,81,1,12,16,0.551788,1,1,190.1258,53.0
1,1,82,1,12,16,0.35199,2,2,191.8993,53.0
1,1,83,1,12,16,1.338287,0,0,194.6923,53.0
1,1,84,1,12,16,0.233673,1,1,196.3643,53.0
1,1,85,1,12,16,0.233917,2,2,198.0201,53.0
