1,1,1,1,12,16,3.214798,2,1,33.0
1,1,2,1,12,16,0.7677,0,2,33.0
1,1,3,1,12,16,0.700501,1,0,33.0
1,1,4,1,12,16,1.399605,0,1,33.0
1,1,5,1,12,16,0.816399,2,2,33.0
1,1,6,1,12,16,2.265991,1,0,33.0
1,1,7,1,12,16,0.466507,0,1,33.0
1,1,8,1,12,16,1.699493,2,2,33.0
1,1,9,1,12,16,1.78331,0,0,33.0
1,1,10,1,12,16,0.399307,1,1,33.0
1,1,11,1,12,16,4.748993,2,2,33.0
1,1,12,1,12,16,0.799393,0,0,33.0
1,1,13,1,12,16,0.349609,1,1,33.0
1,1,14,1,12,16,0.367188,2,2,33.0
1,1,15,1,12,16,0.800003,0,0,33.0
1,1,16,1,12,16,0.449799,1,1,33.0
1,1,17,1,12,16,0.449692,2,2,33.0
1,1,18,1,12,16,0.416992,1,0,33.0
1,1,19,1,12,16,0.599686,0,1,33.0
1,1,20,1,12,16,0.832794,1,2,33.0
1,1,21,1,12,16,2.048904,0,0,33.0
1,1,22,1,12,16,0.466599,1,1,33.0
1,1,23,1,12,16,0.766205,2,2,33.0
1,1,24,1,12,16,0.399994,0,0,33.0
1,1,25,1,12,16,0.349609,1,1,33.0
1,1,26,1,12,16,0.400009,2,2,33.0
1,1,27,1,12,16,0.216309,1,1,33.0
1,1,28,1,12,16,0.149307,0,1,33.0
1,1,29,1,12,16,1.0327,2,2,33.0
1,1,30,1,12,16,0.299301,0,1,33.0
1,1,31,1,12,16,0.532898,2,1,33.0
1,1,32,1,12,16,0.916489,2,2,33.0
1,1,33,1,12,16,0.19989,1,1,33.0
1,1,34,1,12,16,0.866196,2,1,33.0
1,1,35,1,12,16,2.04921,2,2,33.0
1,1,36,1,12,16,0.233597,1,1,33.0
1,1,37,1,12,16,0.183197,1,1,33.0
1,1,38,1,12,16,0.516403,2,2,33.0
1,1,39,1,12,16,0.216599,1,0,33.0
1,1,40,1,12,16,0.317291,2,1,33.0
1,1,41,1,12,16,0.149887,1,2,33.0
1,1,42,1,12,16,0.299606,2,0,33.0
1,1,43,1,12,16,0.450104,2,1,33.0
1,1,44,1,12,16,1.100006,1,2,33.0
1,1,45,1,12,16,0.316895,2,0,33.0
1,1,46,1,12,16,0.699097,1,1,33.0
1,1,47,1,12,16,1.133194,2,2,33.0
1,1,48,1,12,16,0.499497,0,0,33.0
1,1,49,1,12,16,0.616592,1,1,33.0
1,1,50,1,12,16,0.366394,2,2,33.0
1,1,51,1,12,16,0.449097,0,0,33.0
1,1,52,1,12,16,1.182907,1,1,33.0
1,1,53,1,12,16,0.400009,2,2,33.0
1,1,54,1,12,16,0.300598,0,1,33.0
1,1,55,1,12,16,0.766495,2,1,33.0
1,1,56,1,12,16,1.799103,0,2,33.0
1,1,57,1,12,16,2.399994,1,1,33.0
1,1,58,1,12,16,0.333496,2,1,33.0
1,1,59,1,12,16,1.382904,0,2,33.0
1,1,60,1,12,16,0.333313,1,0,33.0
1,1,61,1,12,16,0.250107,1,1,33.0
1,1,62,1,12,16,0.432999,1,2,33.0
1,1,63,1,12,16,2.849396,1,1,33.0
1,1,64,1,12,16,0.400085,1,1,33.0
1,1,65,1,12,16,0.583008,2,2,33.0
1,1,66,1,12,16,0.349487,0,1,33.0
1,1,67,1,12,16,2.649384,1,1,33.0
1,1,68,1,12,16,0.350311,1,2,33.0
1,1,69,1,12,16,2.416504,1,0,33.0
1,1,70,1,12,16,0.89978,2,1,33.0
1,1,71,1,12,16,0.249695,1,2,33.0
1,1,72,1,12,16,0.466492,2,0,33.0
1,1,73,1,12,16,0.166687,0,1,33.0
1,1,74,1,12,16,0.182678,1,2,33.0
1,1,75,1,12,16,1.349792,1,1,33.0
1,1,76,1,12,16,0.333283,1,1,33.0
1,1,77,1,12,16,0.183289,2,2,33.0
1,1,78,1,12,16,0.382904,0,0,33.0
1,1,79,1,12,16,0.550995,1,1,33.0
1,1,80,1,12,16,0.299896,1,2,33.0
1,1,81,1,12,16,2.466187,0,1,33.0
1,1,82,1,12,16,0.848999,2,1,33.0
1,1,83,1,12,16,0.182983,1,2,33.0
1,1,84,1,12,16,0.732697,1,0,33.0
1,1,85,1,12,16,0.4328,2,1,33.0
1,1,86,1,12,16,0.265503,1,2,33.0
1,1,87,1,12,16,0.549377,1,0,33.0
1,1,88,1,12,16,0.032501,2,1,33.0
1,1,89,1,12,16,0.483215,1,2,33.0
1,1,90,1,12,16,0.415802,2,0,33.0
1,1,91,1,12,16,0.249695,1,1,33.0
1,1,92,1,12,16,0.24939,1,2,33.0
1,1,93,1,12,16,0.06601,0,0,33.0
1,1,94,1,12,16,1.083099,2,1,33.0
1,1,95,1,12,16,0.266693,0,2,33.0
1,1,96,1,12,16,0.082794,1,0,33.0
1,1,97,1,12,16,0.033203,2,1,33.0
1,1,98,1,12,16,0.133301,1,2,33.0
1,1,99,1,12,16,0.73349,2,0,33.0
