       0  1     2  3   4  5         6  7  8
16000  1  1     1  1  12  1    6.8992  0  0
16001  1  1     2  1  12  1   12.3983  1  1
16002  1  1     3  1  12  1  2.616196  0  2
16003  1  1     4  1  12  1  4.199493  1  0
16004  1  1     5  1  12  1    6.4991  2  1
16005  1  1     6  1  12  1  2.816299  2  2
16006  1  1     7  1  12  1  2.365891  0  0
16007  1  1     8  1  12  1  2.099701  1  1
16008  1  1     9  1  12  1  2.549393  2  2
16009  1  1    10  1  12  1  1.982407  0  0
16010  1  1    11  1  12  1  1.266098  1  1
16011  1  1    12  1  12  1  1.116302  2  2
16012  1  1    13  1  12  1  2.566513  0  0
16013  1  1    14  1  12  1  1.716202  1  1
16014  1  1    15  1  12  1  0.717789  2  2
16015  1  1    16  1  12  1  1.065811  0  0
16016  1  1    17  1  12  1  0.915604  1  1
16017  1  1    18  1  12  1  1.016296  2  2
16018  1  1    19  1  12  1  0.516495  0  0
16019  1  1    20  1  12  1  0.483398  1  1
16020  1  1    21  1  12  1  0.549606  2  2
16021  1  1    22  1  12  1  0.833298  0  0
16022  1  1    23  1  12  1  0.666199  1  1
16023  1  1    24  1  12  1  0.399002  2  2
16024  1  1    25  1  12  1  0.433594  0  0
16025  1  1    26  1  12  1  0.565903  1  1
16026  1  1    27  1  12  1  0.383102  2  2
16027  1  1    28  1  12  1  0.449188  0  1
16028  1  1    29  1  12  1  5.048904  2  1
16029  1  1    30  1  12  1  1.432602  1  2
16030  1  1    31  1  12  1  3.816086  0  1
16031  1  1    32  1  12  1    2.6828  0  1
16032  1  1    33  1  12  1  0.582825  1  2
16033  1  1    34  1  12  1  5.165283  1  0
16034  1  1    35  1  12  1  3.481903  1  1
16035  1  1    36  1  12  1   1.41629  2  2
16036  1  1    37  1  12  1   1.53299  0  0
16037  1  1    38  1  12  1  1.166199  1  1
16038  1  1    39  1  12  1  0.999085  2  2
16039  1  1    40  1  12  1  1.099701  0  0
16040  1  1    41  1  12  1  0.932892  1  1
16041  1  1    42  1  12  1  0.816284  2  2
16042  1  1    43  1  12  1    1.5495  0  0
16043  1  1    44  1  12  1  0.982605  1  1
16044  1  1    45  1  12  1  0.632904  2  2
16045  1  1    46  1  12  1   1.66629  0  1
16046  1  1    47  1  12  1  5.115814  0  1
16047  1  1    48  1  12  1  3.382202  2  2
16048  1  1    49  1  12  1  1.932281  0  0
16049  1  1    50  1  12  1  1.316498  1  1
16050  1  1    51  1  12  1   1.23288  2  2
16051  1  1    52  1  12  1   1.36618  0  0
16052  1  1    53  1  12  1  0.566376  1  1
16053  1  1    54  1  12  1  0.916412  2  2
16054  1  1    55  1  12  1  1.299194  0  0
16055  1  1    56  1  12  1  0.550201  1  1
16056  1  1    57  1  12  1  0.832916  2  2
16057  1  1    58  1  12  1    3.4823  0  0
16058  1  1    59  1  12  1  0.717194  1  1
16059  1  1    60  1  12  1  0.749603  2  2
16060  1  1    61  1  12  1   1.06601  0  0
16061  1  1    62  1  12  1  0.382416  1  1
16062  1  1    63  1  12  1  0.649811  2  2
16063  1  1    64  1  12  1  0.916382  0  1
16064  1  1    65  1  12  1  3.749115  0  1
16065  1  1    66  1  12  1  1.249512  0  2
16066  1  1    67  1  12  1  5.065887  0  1
16067  1  1    68  1  12  1   0.41568  1  1
16068  1  1    69  1  12  1  2.749298  2  2
16069  1  1    70  1  12  1  0.799591  0  0
16070  1  1    71  1  12  1  0.683106  1  1
16071  1  1    72  1  12  1  0.399597  2  2
16072  1  1    73  1  12  1  0.516724  0  0
16073  1  1    74  1  12  1  0.182892  1  1
16074  1  1    75  1  12  1  0.033325  2  2
16075  1  1    76  1  12  1  0.032501  0  0
16076  1  1    77  1  12  1    0.2164  1  1
16077  1  1    78  1  12  1  0.116211  2  2
16078  1  1    79  1  12  1  0.233002  0  0
16079  1  1    80  1  12  1   0.03302  1  1
16080  1  1    81  1  12  1  0.148895  2  2
16081  1  1    82  1  12  1  0.649902  0  1
16082  1  1    83  1  12  1  6.049591  2  1
16083  1  1    84  1  12  1  0.549103  1  2
16084  1  1    85  1  12  1  2.365814  0  0
16085  1  1    86  1  12  1  1.466522  1  1
16086  1  1    87  1  12  1  0.833313  2  2
16087  1  1    88  1  12  1  0.615601  0  0
16088  1  1    89  1  12  1  0.716309  1  1
16089  1  1    90  1  12  1  0.149506  2  2
16090  1  1    91  1  12  1  0.382782  0  1
16091  1  1    92  1  12  1  4.349609  1  1
16092  1  1    93  1  12  1  3.949799  0  2
16093  1  1    94  1  12  1  1.882782  0  0
16094  1  1    95  1  12  1  1.899109  1  1
16095  1  1    96  1  12  1  0.616516  2  2
16096  1  1    97  1  12  1  0.616211  0  0
16097  1  1    98  1  12  1  0.749512  1  1
16098  1  1    99  1  12  1  0.716309  2  2
16099  1  1   100  1  12  1  0.649414  0  0
16100  1  1   101  1  12  1  0.516388  1  1
16101  1  1   102  1  12  1  0.616394  2  2
16102  1  1   103  1  12  1  1.599304  0  0
16103  1  1   104  1  12  1  0.366608  1  1
16104  1  1   105  1  12  1  2.332916  2  2
16105  1  1   106  1  12  1   1.73291  0  0
16106  1  1   107  1  12  1  1.799377  1  1
16107  1  1   108  1  12  1   1.78241  2  2
16108  1  1   109  1  12  1  1.099426  0  0
16109  1  1   110  1  12  1  0.882996  1  1
16110  1  1   111  1  12  1  0.533295  2  2
16111  1  1   112  1  12  1  0.499207  0  0
16112  1  1   113  1  12  1  2.266022  1  1
16113  1  1   114  1  12  1  0.432709  2  2
16114  1  1   115  1  12  1  0.566193  0  0
16115  1  1   116  1  12  1  2.416595  1  1
16116  1  1   117  1  12  1  0.533203  2  2
16117  1  1   118  1  12  1  0.449616  0  1
16118  1  1   119  1  12  1  3.998901  1  1
16119  1  1   120  1  12  1  1.332581  0  2
16120  1  1   121  1  12  1   1.94931  0  0
16121  1  1   122  1  12  1  1.582886  2  1
16122  1  1   123  1  12  1  2.816101  2  2
16123  1  1   124  1  12  1  1.366699  0  0
16124  1  1   125  1  12  1  0.549683  1  1
16125  1  1   126  1  12  1  3.198975  2  2
16126  1  1   127  1  12  1  0.616089  0  0
16127  1  1   128  1  12  1  0.299988  1  1
16128  1  1   129  1  12  1  1.099731  2  2
16129  1  1   130  1  12  1   0.91626  0  0
16130  1  1   131  1  12  1  0.282593  1  1
16131  1  1   132  1  12  1  0.966797  2  2
16132  1  1   133  1  12  1  0.483215  0  0
16133  1  1   134  1  12  1    0.2995  1  1
16134  1  1   135  1  12  1  0.616028  2  2
16135  1  1   136  1  12  1  1.199097  0  1
16136  1  1   137  1  12  1  3.082642  2  1
16137  1  1   138  1  12  1  2.648987  2  2
16138  1  1   139  1  12  1  1.266113  0  0
16139  1  1   140  1  12  1  0.383057  1  1
16140  1  1   141  1  12  1  0.616211  1  2
16141  1  1   142  1  12  1  2.599487  0  0
16142  1  1   143  1  12  1   2.74939  1  1
16143  1  1   144  1  12  1  0.649658  1  2
16144  1  1   145  1  12  1  3.599182  0  0
16145  1  1   146  1  12  1  1.282715  1  1
16146  1  1   147  1  12  1  0.433228  2  2
16147  1  1   148  1  12  1  1.049622  0  1
16148  1  1   149  1  12  1  4.433105  2  1
16149  1  1   150  1  12  1  1.732483  0  2
16150  1  1   151  1  12  1  4.248901  0  0
16151  1  1   152  1  12  1  1.116211  1  1
16152  1  1   153  1  12  1  0.532715  2  2
16153  1  1   154  1  12  1  1.249573  0  0
16154  1  1   155  1  12  1   0.66626  1  1
16155  1  1   156  1  12  1  0.749023  2  2
16156  1  1   157  1  12  1  0.666626  0  0
16157  1  1   158  1  12  1  0.932861  1  1
16158  1  1   159  1  12  1   0.26593  2  2
16159  1  1   160  1  12  1  0.749939  0  1
16160  1  1   161  1  12  1  4.199402  2  1
16161  1  1   162  1  12  1  2.633118  2  2
16162  1  1   163  1  12  1  0.999329  0  0
16163  1  1   164  1  12  1  0.449707  1  1
16164  1  1   165  1  12  1  0.798767  2  2
16165  1  1   166  1  12  1   1.91571  0  0
16166  1  1   167  1  12  1  0.715637  1  1
16167  1  1   168  1  12  1  0.616028  2  2
16168  1  1   169  1  12  1   1.09967  0  0
16169  1  1   170  1  12  1  0.532715  1  1
16170  1  1   171  1  12  1   0.78241  1  2
16171  1  1   172  1  12  1  1.249695  0  0
16172  1  1   173  1  12  1  2.516113  1  1
16173  1  1   174  1  12  1  0.599915  2  2
16174  1  1   175  1  12  1  1.133545  0  1
16175  1  1   176  1  12  1  1.049561  0  1
16176  1  1   177  1  12  1  1.933105  0  2
16177  1  1   178  1  12  1  6.982605  0  1
16178  1  1   179  1  12  1  1.049622  0  1
16179  1  1   180  1  12  1  1.583069  2  2
16180  1  1   181  1  12  1  0.832764  0  0
16181  1  1   182  1  12  1  0.466492  1  1
16182  1  1   183  1  12  1  0.465698  2  2
16183  1  1   184  1  12  1  1.417236  0  0
16184  1  1   185  1  12  1  0.533203  1  1
16185  1  1   186  1  12  1  0.649597  2  2
16186  1  1   187  1  12  1   0.61615  0  0
16187  1  1   188  1  12  1  0.333008  1  1
16188  1  1   189  1  12  1  0.799683  2  2
16189  1  1   190  1  12  1  0.632935  0  1
16190  1  1   191  1  12  1  5.182312  1  1
16191  1  1   192  1  12  1  0.616089  2  2
16192  1  1   193  1  12  1  0.933106  0  1
16193  1  1   194  1  12  1  3.065857  0  1
16194  1  1   195  1  12  1  2.666016  0  2
16195  1  1   196  1  12  1  1.449829  0  0
16196  1  1   197  1  12  1  1.249878  2  1
16197  1  1   198  1  12  1  0.833374  1  2
16198  1  1   199  1  12  1  3.098999  1  0
