1000   1  1     1  1  12   2  12.51697  0  0
1001   1  1     2  1  12   2    12.771  2  1
1002   1  1     3  1  12   2  4.576965  2  2
1003   1  1     4  1  12   2  6.727966  1  1
1004   1  1     5  1  12   2   4.78302  0  1
1005   1  1     6  1  12   2  2.600037  0  2
1006   1  1     7  1  12   2  5.233032  0  1
1007   1  1     8  1  12   2  2.173035  2  1
1008   1  1     9  1  12   2  1.953003  1  2
1009   1  1    10  1  12   2     1.737  1  1
1010   1  1    11  1  12   2  3.265991  1  1
1011   1  1    12  1  12   2  6.507996  2  2
1012   1  1    13  1  12   2  1.732971  0  1
1013   1  1    14  1  12   2   1.08197  1  1
1014   1  1    15  1  12   2   1.29895  1  2
1015   1  1    16  1  12   2  1.729004  0  1
1016   1  1    17  1  12   2  0.857971  1  1
1017   1  1    18  1  12   2  1.081055  2  2
1018   1  1    19  1  12   2  1.086975  1  0
1019   1  1    20  1  12   2  1.515991  1  1
1020   1  1    21  1  12   2  1.075012  2  2
1021   1  1    22  1  12   2  1.299988  0  0
1022   1  1    23  1  12   2  1.083008  1  1
1023   1  1    24  1  12   2  0.867981  2  2
1024   1  1    25  1  12   2  2.587036  0  0
1025   1  1    26  1  12   2  0.882996  1  1
1026   1  1    27  1  12   2  0.868958  2  2
1027   1  1    28  1  12   2  1.308044  1  1
1028   1  1    29  1  12   2  0.867004  0  1
1029   1  1    30  1  12   2  2.186035  2  2
1030   1  1    31  1  12   2   0.64801  1  0
1031   1  1    32  1  12   2  1.085022  1  1
1032   1  1    33  1  12   2  1.083984  2  2
1033   1  1    34  1  12   2  0.882996  1  0
1034   1  1    35  1  12   2  0.439026  1  1
1035   1  1    36  1  12   2  1.312988  2  2
1036   1  1    37  1  12   2  0.867981  0  0
1037   1  1    38  1  12   2  0.648987  1  1
1038   1  1    39  1  12   2  0.880981  2  2
1039   1  1    40  1  12   2  0.869019  1  1
1040   1  1    41  1  12   2  0.872986  0  1
1041   1  1    42  1  12   2  1.752014  2  2
1042   1  1    43  1  12   2  0.654968  1  0
1043   1  1    44  1  12   2  0.437988  1  1
1044   1  1    45  1  12   2  0.662964  2  2
1045   1  1    46  1  12   2  1.518005  0  0
1046   1  1    47  1  12   2  1.531982  1  1
1047   1  1    48  1  12   2  1.314026  2  2
1048   1  1    49  1  12   2  2.835022  0  0
1049   1  1    50  1  12   2  0.869019  1  1
1050   1  1    51  1  12   2  0.878967  2  2
1051   1  1    52  1  12   2   3.90802  1  0
1052   1  1    53  1  12   2  0.660034  1  1
1053   1  1    54  1  12   2  0.876038  2  2
1054   1  1    55  1  12   2  0.874023  0  0
1055   1  1    56  1  12   2  1.965942  1  1
1056   1  1    57  1  12   2  0.877991  2  2
1057   1  1    58  1  12   2  1.098999  0  1
1058   1  1    59  1  12   2  1.088013  0  1
1059   1  1    60  1  12   2  0.656982  1  2
1060   1  1    61  1  12   2  0.664002  1  0
1061   1  1    62  1  12   2  0.437988  2  1
1062   1  1    63  1  12   2  1.515991  2  2
1063   1  1    64  1  12   2  0.883972  1  0
1064   1  1    65  1  12   2  0.656006  1  1
1065   1  1    66  1  12   2  2.420044  2  2
1066   1  1    67  1  12   2  1.746948  1  0
1067   1  1    68  1  12   2  0.872009  1  1
1068   1  1    69  1  12   2  1.098022  2  2
1069   1  1    70  1  12   2  3.480957  0  0
1070   1  1    71  1  12   2  1.948975  1  1
1071   1  1    72  1  12   2  1.741028  2  2
1072   1  1    73  1  12   2  1.534973  0  0
1073   1  1    74  1  12   2  0.870056  1  1
1074   1  1    75  1  12   2  0.884033  2  2
1075   1  1    76  1  12   2  0.875977  0  1
1076   1  1    77  1  12   2  0.875977  1  1
1077   1  1    78  1  12   2   0.88501  2  2
1078   1  1    79  1  12   2  1.106018  1  0
1079   1  1    80  1  12   2  0.439941  1  1
1080   1  1    81  1  12   2     0.875  2  2
1081   1  1    82  1  12   2  1.674988  1  0
1082   1  1    83  1  12   2  0.244019  1  1
1083   1  1    84  1  12   2  0.942993  2  2
1084   1  1    85  1  12   2  0.742004  0  0
1085   1  1    86  1  12   2  0.692017  1  1
1086   1  1    87  1  12   2  0.719971  2  2
1087   1  1    88  1  12   2  0.942993  0  0
1088   1  1    89  1  12   2  0.725952  1  1
1089   1  1    90  1  12   2  0.718994  2  2
1090   1  1    91  1  12   2  0.952026  0  0
1091   1  1    92  1  12   2  0.737976  1  1
1092   1  1    93  1  12   2  0.491028  2  2
