1,1,1,1,12,8,1.7432,0,0
1,1,2,1,12,8,0.485001,2,1
1,1,3,1,12,8,0.786102,1,2
1,1,4,1,12,8,0.5513,1,0
1,1,5,1,12,8,0.199501,2,1
1,1,6,1,12,8,0.033298,2,2
1,1,7,1,12,8,0.116699,2,0
1,1,8,1,12,8,0.133602,2,1
1,1,9,1,12,8,0.233299,2,2
1,1,10,1,12,8,0.185501,2,1
1,1,11,1,12,8,0.235401,2,1
1,1,12,1,12,8,0.117798,2,2
1,1,13,1,12,8,0.284599,2,0
1,1,14,1,12,8,0.1833,2,1
1,1,15,1,12,8,0.050697,2,2
1,1,16,1,12,8,0.116901,2,0
1,1,17,1,12,8,0.184597,2,1
1,1,18,1,12,8,0.200302,2,2
1,1,19,1,12,8,0.016602,2,0
1,1,20,1,12,8,0.266403,2,1
1,1,21,1,12,8,0.083599,2,2
1,1,22,1,12,8,0.3843,0,0
1,1,23,1,12,8,0.033699,0,1
1,1,24,1,12,8,0.083397,0,2
1,1,25,1,12,8,0.117905,0,0
1,1,26,1,12,8,0.100601,0,1
1,1,27,1,12,8,0.049202,0,2
1,1,28,1,12,8,0.1325,0,0
1,1,29,1,12,8,0.317299,0,1
1,1,30,1,12,8,0.067703,0,2
1,1,31,1,12,8,0.015404,0,0
1,1,32,1,12,8,0.0495,0,1
1,1,33,1,12,8,0.082298,1,2
1,1,34,1,12,8,0.065498,1,0
1,1,35,1,12,8,0.200707,1,1
1,1,36,1,12,8,0.667496,1,2
1,1,37,1,12,8,0.416298,1,0
1,1,38,1,12,8,0.182503,0,1
1,1,39,1,12,8,0.401703,1,2
1,1,40,1,12,8,0.452499,1,0
1,1,41,1,12,8,0.435402,1,1
1,1,42,1,12,8,0.335403,1,2
1,1,43,1,12,8,0.702004,0,1
1,1,44,1,12,8,0.150597,0,1
1,1,45,1,12,8,0.184502,0,2
1,1,46,1,12,8,0.0495,0,1
1,1,47,1,12,8,0.167297,0,1
1,1,48,1,12,8,0.200501,0,2
1,1,49,1,12,8,0.083794,0,0
1,1,50,1,12,8,0.0336,0,1
1,1,51,1,12,8,0.1166,0,2
1,1,52,1,12,8,0.134399,0,1
1,1,53,1,12,8,0.082405,0,1
1,1,54,1,12,8,0.183495,0,2
1,1,55,1,12,8,0.183395,0,1
1,1,56,1,12,8,0.1847,0,1
1,1,57,1,12,8,0.066704,0,2
1,1,58,1,12,8,1.3377,1,0
1,1,59,1,12,8,0.451393,1,1
1,1,60,1,12,8,1.4216,0,2
1,1,61,1,12,8,0.835892,0,1
1,1,62,1,12,8,0.669205,1,1
1,1,63,1,12,8,0.317307,1,2
1,1,64,1,12,8,0.820007,0,0
1,1,65,1,12,8,0.451294,1,1
1,1,66,1,12,8,0.050705,1,2
1,1,67,1,12,8,0.483093,0,1
1,1,68,1,12,8,0.249603,1,1
1,1,69,1,12,8,0.736496,1,2
1,1,70,1,12,8,0.401596,1,0
1,1,71,1,12,8,1.471298,1,1
1,1,72,1,12,8,0.234604,1,2
1,1,73,1,12,8,0.701386,1,0
1,1,74,1,12,8,0.0327,1,1
1,1,75,1,12,8,0.367294,1,2
1,1,76,1,12,8,0.618195,1,1
1,1,77,1,12,8,0.986893,1,1
1,1,78,1,12,8,0.31839,1,2
1,1,79,1,12,8,0.5681,1,0
1,1,80,1,12,8,0.151993,1,1
1,1,81,1,12,8,0.467011,1,2
1,1,82,1,12,8,0.117706,1,0
1,1,83,1,12,8,0.083694,2,1
1,1,84,1,12,8,4.247498,1,2
1,1,85,1,12,8,0.3013,1,1
1,1,86,1,12,8,0.248993,1,1
1,1,87,1,12,8,1.069595,1,2
1,1,88,1,12,8,0.283508,1,0
1,1,89,1,12,8,0.250504,1,1
1,1,90,1,12,8,0.099396,1,2
1,1,91,1,12,8,0.049011,1,1
1,1,92,1,12,8,0.366989,1,1
1,1,93,1,12,8,0.117493,1,2
1,1,94,1,12,8,0.115402,1,0
1,1,95,1,12,8,0.267197,1,1
1,1,96,1,12,8,0.066498,1,2
1,1,97,1,12,8,0.033707,1,0
1,1,98,1,12,8,0.116791,1,1
1,1,99,1,12,8,0.284805,1,2
1,1,100,1,12,8,0.049789,1,0
1,1,101,1,12,8,0.117691,1,1
1,1,102,1,12,8,8.580704,1,2
1,1,103,1,12,8,0.768997,1,1
1,1,104,1,12,8,0.668198,1,1
1,1,105,1,12,8,0.082489,2,2
1,1,106,1,12,8,0.048798,2,0
1,1,107,1,12,8,0.217606,2,1
1,1,108,1,12,8,0.0672,2,2
1,1,109,1,12,8,0.217804,2,0
1,1,110,1,12,8,0.182404,2,1
1,1,111,1,12,8,0.2491,2,2
1,1,112,1,12,8,0.0168,2,0
1,1,113,1,12,8,0.133606,2,1
1,1,114,1,12,8,0.115707,2,2
1,1,115,1,12,8,0.033905,2,1
1,1,116,1,12,8,0.016403,2,1
1,1,117,1,12,8,0.250794,2,2
1,1,118,1,12,8,0.200501,2,0
1,1,119,1,12,8,0.234497,2,1
1,1,120,1,12,8,0.016907,2,2
1,1,121,1,12,8,0.032593,2,1
1,1,122,1,12,8,0.099701,2,1
1,1,123,1,12,8,0.200607,2,2
1,1,124,1,12,8,0.267792,2,0
1,1,125,1,12,8,0.066711,2,1
1,1,126,1,12,8,0.115387,2,2
1,1,127,1,12,8,0.46698,0,0
1,1,128,1,12,8,0.51947,1,1
1,1,129,1,12,8,0.769318,1,2
1,1,130,1,12,8,0.3013,0,0
1,1,131,1,12,8,0.918793,1,1
1,1,132,1,12,8,0.065186,2,2
1,1,133,1,12,8,0.200501,0,0
1,1,134,1,12,8,0.636292,1,1
1,1,135,1,12,8,0.385803,2,2
1,1,136,1,12,8,0.201782,0,0
1,1,137,1,12,8,0.600311,1,1
1,1,138,1,12,8,0.285492,2,2
1,1,139,1,12,8,0.469513,0,0
1,1,140,1,12,8,0.334106,1,1
1,1,141,1,12,8,0.233612,2,2
1,1,142,1,12,8,3.026794,0,0
1,1,143,1,12,8,0.267517,1,1
1,1,144,1,12,8,0.133484,1,2
1,1,145,1,12,8,0.351593,0,0
1,1,146,1,12,8,0.284485,1,1
1,1,147,1,12,8,0.503204,2,2
1,1,148,1,12,8,2.793213,1,0
1,1,149,1,12,8,1.672302,1,1
1,1,150,1,12,8,0.952911,1,2
1,1,151,1,12,8,0.267517,0,0
1,1,152,1,12,8,0.820007,1,1
1,1,153,1,12,8,0.217499,1,2
1,1,154,1,12,8,0.150879,1,0
1,1,155,1,12,8,0.250275,1,1
1,1,156,1,12,8,0.24939,1,2
1,1,157,1,12,8,7.927216,1,0
1,1,158,1,12,8,0.602295,1,1
1,1,159,1,12,8,0.385803,2,2
1,1,160,1,12,8,0.568207,2,0
1,1,161,1,12,8,0.134796,2,1
1,1,162,1,12,8,1.621185,2,2
1,1,163,1,12,8,0.049011,2,0
1,1,164,1,12,8,0.469391,2,1
1,1,165,1,12,8,0.284699,2,2
1,1,166,1,12,8,1.555298,0,0
1,1,167,1,12,8,2.909882,1,1
1,1,168,1,12,8,0.451386,2,2
