0,1,2,3,4,5,6,7
1,1,351,12,1,0.799927,1,1
1,1,352,12,1,0.282715,2,2
1,1,353,12,1,0.433838,0,1
1,1,354,12,1,1.2323,0,1
1,1,355,12,1,0.533081,0,2
1,1,356,12,1,0.449707,0,1
1,1,357,12,1,0.2323,0,1
1,1,358,12,1,0.716492,0,2
1,1,359,12,1,0.383423,0,0
1,1,360,12,1,1.266846,2,1
1,1,361,12,1,0.666748,2,2
1,1,362,12,1,0.766785,1,0
1,1,363,12,1,1.350525,1,1
1,1,364,12,1,0.182556,2,2
1,1,365,12,1,5.150085,0,0
1,1,366,12,1,1.950623,1,1
1,1,367,12,1,0.200012,2,2
1,1,368,12,1,1.516113,1,0
1,1,369,12,1,0.667664,1,1
1,1,370,12,1,0.117065,2,2
1,1,371,12,1,0.501526,0,0
1,1,372,12,1,0.165894,1,1
1,1,373,12,1,0.116394,2,2
1,1,374,12,1,0.065979,0,0
1,1,375,12,1,1.334229,0,1
1,1,376,12,1,1.983093,2,2
1,1,377,12,1,0.666748,0,0
1,1,378,12,1,0.183106,1,1
1,1,379,12,1,0.98291,2,2
1,1,380,12,1,0.999878,1,0
1,1,381,12,1,0.566223,1,1
1,1,382,12,1,0.347961,0,2
1,1,383,12,1,2.199707,1,1
1,1,384,12,1,0.849793,2,1
1,1,385,12,1,0.418152,0,2
1,1,386,12,1,0.433228,2,0
1,1,387,12,1,0.667175,0,1
1,1,388,12,1,1.683228,1,2
1,1,389,12,1,10.88342,2,1
1,1,390,12,1,0.382935,0,1
1,1,391,12,1,0.333435,0,2
1,1,392,12,1,0.433167,0,0
1,1,393,12,1,0.218079,2,1
1,1,394,12,1,0.800232,2,2
1,1,395,12,1,0.931519,1,0
1,1,396,12,1,2.783203,1,1
1,1,397,12,1,0.316528,0,2
1,1,398,12,1,0.717773,0,0
1,1,399,12,1,4.233154,2,1
1,1,400,12,1,1.16687,2,2
1,1,401,12,1,2.816162,1,0
1,1,402,12,1,1.233032,1,1
1,1,403,12,1,0.199097,0,2
1,1,404,12,1,0.816284,0,1
1,1,405,12,1,1.783691,2,1
1,1,406,12,1,0.632935,2,2
1,1,407,12,1,1.220947,0,0
1,1,408,12,1,0.117798,1,1
1,1,409,12,1,3.200073,1,2
1,1,410,12,1,1.085938,1,0
1,1,411,12,1,0.199707,1,1
1,1,412,12,1,3.165649,2,2
1,1,413,12,1,0.599854,0,0
1,1,414,12,1,0.348755,1,1
1,1,415,12,1,0.449463,2,2
1,1,416,12,1,0.716187,0,0
1,1,417,12,1,0.25,1,1
1,1,418,12,1,0.133057,2,2
1,1,419,12,1,0.699707,1,1
1,1,420,12,1,0.133667,0,1
1,1,421,12,1,0.966675,2,2
1,1,422,12,1,0.515503,0,0
1,1,423,12,1,0.166626,1,1
1,1,424,12,1,0.151001,2,2
1,1,425,12,1,0.218628,0,0
1,1,426,12,1,0.116455,1,1
1,1,427,12,1,0.166382,1,2
1,1,428,12,1,0.050415,0,0
1,1,429,12,1,0.716553,2,1
1,1,430,12,1,0.432983,1,2
1,1,431,12,1,0.166138,0,0
1,1,432,12,1,0.216797,2,1
1,1,433,12,1,2.766602,2,2
1,1,434,12,1,2.34729,0,1
1,1,435,12,1,0.900269,1,1
1,1,436,12,1,0.466675,2,2
1,1,437,12,1,0.131348,0,1
1,1,438,12,1,0.434082,0,1
1,1,439,12,1,0.816528,0,2
1,1,440,12,1,0.283325,0,0
1,1,441,12,1,0.449829,1,1
1,1,442,12,1,0.149414,1,2
1,1,443,12,1,0.667969,2,0
1,1,444,12,1,0.299927,0,1
1,1,445,12,1,1.266235,1,2
1,1,446,12,1,0.200195,2,1
1,1,447,12,1,0.366333,0,1
1,1,448,12,1,0.282837,0,2
1,1,449,12,1,0.316528,2,0
1,1,450,12,1,2.300537,2,1
1,1,451,12,1,1.033203,2,2
1,1,452,12,1,0.583252,1,0
1,1,453,12,1,0.61377,1,1
1,1,454,12,1,0.7677,2,2
1,1,455,12,1,5.550293,0,1
1,1,456,12,1,0.283814,1,1
1,1,457,12,1,0.200073,2,2
1,1,458,12,1,0.250122,0,1
1,1,459,12,1,0.632568,0,1
1,1,460,12,1,0.433106,2,2
1,1,461,12,1,0.20044,1,0
1,1,462,12,1,1.183594,1,1
1,1,463,12,1,0.499756,2,2
1,1,464,12,1,0.599609,1,0
1,1,465,12,1,1.033447,2,1
1,1,466,12,1,0.332886,1,2
1,1,467,12,1,0.049438,0,0
1,1,468,12,1,0.150024,1,1
1,1,469,12,1,0.216553,1,2
1,1,470,12,1,0.583496,0,0
1,1,471,12,1,2.749634,2,1
1,1,472,12,1,0.333618,2,2
1,1,473,12,1,0.233643,0,1
1,1,474,12,1,0.332398,1,1
1,1,475,12,1,0.750122,2,2
1,1,476,12,1,1.350586,0,0
1,1,477,12,1,2.466553,2,1
1,1,478,12,1,0.851807,1,2
1,1,479,12,1,0.633301,0,0
1,1,480,12,1,0.233521,2,1
1,1,481,12,1,0.300415,1,2
1,1,482,12,1,0.050293,0,1
1,1,483,12,1,0.534058,1,1
1,1,484,12,1,0.183106,2,2
1,1,485,12,1,0.666504,1,0
1,1,486,12,1,0.266357,1,1
1,1,487,12,1,0.216309,1,2
1,1,488,12,1,0.866455,1,1
1,1,489,12,1,0.166138,0,1
1,1,490,12,1,0.266602,2,2
1,1,491,12,1,0.149658,0,1
1,1,492,12,1,0.467041,0,1
1,1,493,12,1,1.083862,2,2
1,1,494,12,1,0.816895,1,1
1,1,495,12,1,0.233276,0,1
1,1,496,12,1,0.232666,1,2
1,1,497,12,1,0.499146,1,0
1,1,498,12,1,0.7323,2,1
1,1,499,12,1,0.266113,1,2
1,1,500,12,1,1.616333,1,0
1,1,501,12,1,0.666504,1,1
1,1,502,12,1,0.234375,2,2
1,1,503,12,1,0.183594,0,0
1,1,504,12,1,0.133789,1,1
1,1,505,12,1,0.833984,1,2
1,1,506,12,1,0.432983,0,0
1,1,507,12,1,0.183594,1,1
1,1,508,12,1,0.199829,2,2
1,1,509,12,1,0.166748,0,0
1,1,510,12,1,0.399292,1,1
1,1,511,12,1,0.233154,2,2
1,1,512,12,1,0.165405,0,0
1,1,513,12,1,0.250366,1,1
1,1,514,12,1,1.083252,2,2
1,1,515,12,1,0.232788,0,0
1,1,516,12,1,0.14917,1,1
1,1,517,12,1,0.216431,2,2
1,1,518,12,1,0.100464,0,0
1,1,519,12,1,0.098999,1,1
1,1,520,12,1,0.199341,2,2
1,1,521,12,1,0.166382,0,0
1,1,522,12,1,0.157959,1,1
1,1,523,12,1,0.099243,2,2
1,1,524,12,1,0.166382,0,0
1,1,525,12,1,0.016479,1,1
1,1,526,12,1,0.099854,2,2
1,1,527,12,1,0.71582,0,0
1,1,528,12,1,0.100098,1,1
1,1,529,12,1,0.133057,2,2
1,1,530,12,1,0.165772,0,1
1,1,531,12,1,1.616211,0,1
1,1,532,12,1,0.682617,2,2
1,1,533,12,1,0.16687,0,0
1,1,534,12,1,0.065552,1,1
1,1,535,12,1,2.816406,0,2
1,1,536,12,1,0.349731,0,0
1,1,537,12,1,0.116089,1,1
1,1,538,12,1,1.083252,2,2
1,1,539,12,1,0.116089,0,0
1,1,540,12,1,0.099976,2,1
1,1,541,12,1,0.382813,2,2
1,1,542,12,1,0.11438,0,0
1,1,543,12,1,0.483521,1,1
1,1,544,12,1,0.849854,2,2
1,1,545,12,1,2.599121,0,0
1,1,546,12,1,0.383301,1,1
1,1,547,12,1,0.233154,2,2
1,1,548,12,1,0.06665,0,0
1,1,549,12,1,0.049194,1,1
1,1,550,12,1,0.13269,2,2
1,1,551,12,1,0.016602,0,0
1,1,552,12,1,0.932983,1,1
1,1,553,12,1,0.283325,2,2
1,1,554,12,1,0.08313,0,0
1,1,555,12,1,0.14978,1,1
1,1,556,12,1,0.083374,2,2
1,1,557,12,1,0.166748,0,0
1,1,558,12,1,0.149658,1,1
1,1,559,12,1,0.18396,2,2
1,1,560,12,1,0.16626,0,1
1,1,561,12,1,3.616821,2,1
1,1,562,12,1,0.582764,2,2
1,1,563,12,1,0.349609,0,1
1,1,564,12,1,0.933106,2,1
1,1,565,12,1,0.366699,2,2
1,1,566,12,1,0.383301,0,0
1,1,567,12,1,0.081909,1,1
1,1,568,12,1,0.182373,2,2
1,1,569,12,1,0.083496,0,0
1,1,570,12,1,0.699829,1,1
1,1,571,12,1,0.517334,2,2
1,1,572,12,1,0.199951,0,0
1,1,573,12,1,0.133301,1,1
1,1,574,12,1,0.164185,2,2
1,1,575,12,1,0.21582,0,1
1,1,576,12,1,0.748779,1,1
1,1,577,12,1,0.24939,2,2
1,1,578,12,1,0.08313,0,0
1,1,579,12,1,0.166748,1,1
1,1,580,12,1,0.150391,2,2
1,1,581,12,1,0.08313,0,1
1,1,582,12,1,0.400391,1,1
1,1,583,12,1,0.13269,2,2
1,1,584,12,1,0.235474,0,0
1,1,585,12,1,0.983154,2,1
1,1,586,12,1,0.749512,1,2
1,1,587,12,1,1.383789,0,0
1,1,588,12,1,0.166504,1,1
1,1,589,12,1,0.100098,2,2
1,1,590,12,1,0.133301,0,0
1,1,591,12,1,0.383057,1,1
1,1,592,12,1,0.116699,2,2
1,1,593,12,1,0.116455,0,0
1,1,594,12,1,0.08313,1,1
1,1,595,12,1,0.116821,2,2
1,1,596,12,1,0.533081,0,0
1,1,597,12,1,0.866943,1,1
1,1,598,12,1,0.330689,2,2
1,1,599,12,1,0.599609,0,0
1,1,600,12,1,0.133545,1,1
1,1,601,12,1,0.366211,2,2
1,1,602,12,1,0.268677,0,0
1,1,603,12,1,4.716675,2,1
1,1,604,12,1,0.416626,2,2
1,1,605,12,1,0.21167,0,0
1,1,606,12,1,0.300293,1,1
1,1,607,12,1,0.433838,2,2
1,1,608,12,1,0.216431,0,1
1,1,609,12,1,0.183838,1,1
1,1,610,12,1,0.150513,2,2
1,1,611,12,1,0.133057,0,0
1,1,612,12,1,0.550049,1,1
1,1,613,12,1,0.61731,2,2
1,1,614,12,1,0.64917,0,1
1,1,615,12,1,0.365845,1,1
1,1,616,12,1,0.16626,2,2
1,1,617,12,1,0.199585,0,0
1,1,618,12,1,0.216675,2,1
1,1,619,12,1,0.399414,1,2
1,1,620,12,1,0.466675,0,0
1,1,621,12,1,0.167114,1,1
1,1,622,12,1,0.233521,1,2
1,1,623,12,1,0.466065,0,1
1,1,624,12,1,0.783814,1,1
1,1,625,12,1,0.200317,2,2
1,1,626,12,1,0.349365,0,0
1,1,627,12,1,0.26648,1,1
1,1,628,12,1,0.96582,2,2
1,1,629,12,1,0.201172,0,0
1,1,630,12,1,0.066284,1,1
1,1,631,12,1,0.215942,2,2
1,1,632,12,1,0.116699,0,1
1,1,633,12,1,0.333496,1,1
1,1,634,12,1,0.182495,2,2
1,1,635,12,1,0.231323,0,0
1,1,636,12,1,0.349365,2,1
1,1,637,12,1,1.266479,2,2
1,1,638,12,1,0.166138,0,0
1,1,639,12,1,0.183228,1,1
1,1,640,12,1,0.599731,2,2
1,1,641,12,1,0.567139,0,0
1,1,642,12,1,0.099609,1,1
1,1,643,12,1,6.683228,0,2
1,1,644,12,1,0.333374,0,0
1,1,645,12,1,0.183716,1,1
1,1,646,12,1,0.266235,2,2
1,1,647,12,1,0.182617,0,0
1,1,648,12,1,0.31543,1,1
1,1,649,12,1,0.099854,2,2
1,1,650,12,1,0.116821,0,0
1,1,651,12,1,0.166626,1,1
1,1,652,12,1,0.149902,2,2
1,1,653,12,1,0.200562,0,0
1,1,654,12,1,0.116455,1,1
1,1,655,12,1,0.049927,2,2
1,1,656,12,1,0.116821,0,0
1,1,657,12,1,0.183472,1,1
1,1,658,12,1,0.166748,2,2
1,1,659,12,1,0.235596,0,0
1,1,660,12,1,0.154175,1,1
1,1,661,12,1,0.282349,2,2
1,1,662,12,1,0.233032,0,0
1,1,663,12,1,0.149902,1,1
1,1,664,12,1,0.183594,2,2
1,1,665,12,1,0.14978,0,0
1,1,666,12,1,0.083984,1,1
1,1,667,12,1,0.199463,2,2
1,1,668,12,1,1.894531,2,0
1,1,669,12,1,1.783569,2,1
1,1,670,12,1,2.823242,2,2
1,1,671,12,1,2.438721,0,1
1,1,672,12,1,3.65271,2,1
1,1,673,12,1,3.627808,2,2
1,1,674,12,1,0.319214,1,1
1,1,675,12,1,0.078125,2,1
1,1,676,12,1,0.901123,1,2
1,1,677,12,1,0.156616,1,0
1,1,678,12,1,0.877686,2,1
1,1,679,12,1,0.419312,1,2
1,1,680,12,1,0.770508,2,0
1,1,681,12,1,1.058716,2,1
1,1,682,12,1,0.576294,0,2
1,1,683,12,1,0.864624,1,1
1,1,684,12,1,0.453491,1,1
1,1,685,12,1,0.195435,0,2
1,1,686,12,1,0.337524,0,1
1,1,687,12,1,2.474121,0,1
1,1,688,12,1,0.442017,2,2
1,1,689,12,1,0.618164,1,0
1,1,690,12,1,1.830688,1,1
1,1,691,12,1,0.140991,2,2
1,1,692,12,1,0.42749,1,0
1,1,693,12,1,1.656738,2,1
1,1,694,12,1,0.931274,2,2
1,1,695,12,1,2.194824,1,1
1,1,696,12,1,0.389893,1,1
1,1,697,12,1,0.47168,2,2
1,1,698,12,1,0.178101,0,0
1,1,699,12,1,2.14502,2,1
1,1,700,12,1,0.495239,2,2
1,1,701,12,1,0.283691,1,1
1,1,702,12,1,0.060181,1,1
1,1,703,12,1,0.196899,2,2
1,1,704,12,1,0.204102,0,0
1,1,705,12,1,2.324585,1,1
1,1,706,12,1,0.21936,2,2
1,1,707,12,1,0.217896,1,1
1,1,708,12,1,0.119629,1,1
1,1,709,12,1,0.120239,0,2
1,1,710,12,1,0.285156,0,0
1,1,711,12,1,0.954102,1,1
1,1,712,12,1,0.125122,2,2
1,1,713,12,1,0.352417,1,1
1,1,714,12,1,0.083252,1,1
1,1,715,12,1,0.105103,2,2
1,1,716,12,1,0.511719,0,1
1,1,717,12,1,0.608887,2,1
1,1,718,12,1,1.181519,0,2
1,1,719,12,1,0.221314,0,0
1,1,720,12,1,1.403809,1,1
1,1,721,12,1,0.182861,2,2
1,1,722,12,1,0.585693,1,0
1,1,723,12,1,1.019165,1,1
1,1,724,12,1,1.036011,1,2
1,1,725,12,1,0.248047,1,0
1,1,726,12,1,0.658447,2,1
1,1,727,12,1,0.426148,1,2
1,1,728,12,1,6.712524,2,0
1,1,729,12,1,10.01025,2,1
1,1,730,12,1,0.594605,1,2
1,1,731,12,1,0.268799,0,0
1,1,732,12,1,0.715332,1,1
1,1,733,12,1,0.852661,1,2
1,1,734,12,1,0.637085,1,1
