0,1,2,3,4,5,6,7
1,1,735,12,1,0.863892,0,1
1,1,736,12,1,1.37854,2,2
1,1,737,12,1,0.102539,0,0
1,1,738,12,1,0.248047,1,1
1,1,739,12,1,0.374023,1,2
1,1,740,12,1,0.354004,1,0
1,1,741,12,1,2.248291,1,1
1,1,742,12,1,0.480713,2,2
1,1,743,12,1,0.123047,1,0
1,1,744,12,1,0.873535,1,1
1,1,745,12,1,0.693848,2,2
1,1,746,12,1,0.086426,0,0
1,1,747,12,1,0.249512,1,1
1,1,748,12,1,0.164551,2,2
1,1,749,12,1,0.122803,1,1
1,1,750,12,1,1.146484,1,1
1,1,751,12,1,0.439209,2,2
1,1,752,12,1,0.122315,0,1
1,1,753,12,1,1.92627,1,1
1,1,754,12,1,0.44165,2,2
1,1,755,12,1,0.717041,1,0
1,1,756,12,1,0.124023,1,1
1,1,757,12,1,0.189209,2,2
1,1,758,12,1,0.235107,0,0
1,1,759,12,1,0.253906,1,1
1,1,760,12,1,1.004639,2,2
1,1,761,12,1,0.190186,1,0
1,1,762,12,1,0.788574,1,1
1,1,763,12,1,0.148926,2,2
1,1,764,12,1,0.228272,0,0
1,1,765,12,1,0.286865,1,1
1,1,766,12,1,0.103027,2,2
1,1,767,12,1,0.181152,1,0
1,1,768,12,1,0.241943,1,1
1,1,769,12,1,0.240234,2,2
1,1,770,12,1,0.525635,0,1
1,1,771,12,1,0.237061,0,1
1,1,772,12,1,1.080811,2,2
1,1,773,12,1,0.084229,0,1
1,1,774,12,1,0.896973,1,1
1,1,775,12,1,0.201416,2,2
1,1,776,12,1,1.664063,1,0
1,1,777,12,1,0.143799,2,1
1,1,778,12,1,0.408203,2,2
1,1,779,12,1,0.537842,1,0
1,1,780,12,1,0.041748,2,1
1,1,781,12,1,0.284912,1,2
1,1,782,12,1,0.655273,0,0
1,1,783,12,1,0.573486,1,1
1,1,784,12,1,0.2229,2,2
1,1,785,12,1,0.063477,1,0
1,1,786,12,1,0.588379,1,1
1,1,787,12,1,0.153565,2,2
1,1,788,12,1,0.107178,0,0
1,1,789,12,1,0.155029,1,1
1,1,790,12,1,0.556152,0,2
1,1,791,12,1,1.824951,0,1
1,1,792,12,1,0.569824,0,1
1,1,793,12,1,0.718262,2,2
1,1,794,12,1,0.122803,0,0
1,1,795,12,1,3.0625,0,1
1,1,796,12,1,1.759277,1,2
1,1,797,12,1,0.044434,0,0
1,1,798,12,1,0.435547,1,1
1,1,799,12,1,1.239746,1,2
1,1,800,12,1,0.672607,0,1
1,1,801,12,1,0.825684,1,1
1,1,802,12,1,0.19043,2,2
1,1,803,12,1,0.12793,0,1
1,1,804,12,1,0.436768,1,1
1,1,805,12,1,0.192871,2,2
1,1,806,12,1,0.215088,0,0
1,1,807,12,1,0.151611,1,1
1,1,808,12,1,0.12915,2,2
1,1,809,12,1,0.582764,1,1
1,1,810,12,1,0.230225,1,1
1,1,811,12,1,0.259277,2,2
1,1,812,12,1,0.127197,0,0
1,1,813,12,1,0.237793,1,1
1,1,814,12,1,0.378174,2,2
1,1,815,12,1,0.108398,0,0
1,1,816,12,1,0.064453,1,1
1,1,817,12,1,1.403564,1,2
1,1,818,12,1,0.860107,1,1
1,1,819,12,1,0.179199,2,1
1,1,820,12,1,0.339844,2,2
1,1,821,12,1,0.084229,0,0
1,1,822,12,1,1.17041,1,1
1,1,823,12,1,0.109863,2,2
1,1,824,12,1,0.129883,1,0
1,1,825,12,1,0.046143,1,1
1,1,826,12,1,0.111572,1,2
1,1,827,12,1,0.167236,1,0
1,1,828,12,1,0.2146,1,1
1,1,829,12,1,5.220215,2,2
1,1,830,12,1,0.264648,0,1
1,1,831,12,1,0.332764,0,1
1,1,832,12,1,0.476563,2,2
1,1,833,12,1,0.087891,0,0
1,1,834,12,1,0.109619,1,1
1,1,835,12,1,0.796631,2,2
1,1,836,12,1,0.110107,1,0
1,1,837,12,1,0.406006,1,1
1,1,838,12,1,0.216065,2,2
1,1,839,12,1,0.216797,0,0
1,1,840,12,1,0.429688,1,1
1,1,841,12,1,0.468018,1,2
1,1,842,12,1,0.192383,1,0
1,1,843,12,1,0.21582,1,1
1,1,844,12,1,0.239502,1,2
1,1,845,12,1,0.148682,1,0
1,1,846,12,1,0.257324,2,1
1,1,847,12,1,0.57666,2,2
1,1,848,12,1,0.154541,0,0
1,1,849,12,1,0.174072,1,1
1,1,850,12,1,0.128418,1,2
1,1,851,12,1,1.010254,0,0
1,1,852,12,1,0.127441,1,1
1,1,853,12,1,0.333008,1,2
1,1,854,12,1,0.711426,0,0
1,1,855,12,1,0.145752,1,1
1,1,856,12,1,1.18457,2,2
1,1,857,12,1,0.249023,0,0
1,1,858,12,1,0.472656,1,1
1,1,859,12,1,0.808106,1,2
1,1,860,12,1,0.085938,0,1
1,1,861,12,1,0.641602,2,1
1,1,862,12,1,0.292481,1,2
1,1,863,12,1,0.729981,0,1
1,1,864,12,1,0.109375,1,1
1,1,865,12,1,0.133789,2,2
1,1,866,12,1,0.61792,1,0
1,1,867,12,1,0.202393,2,1
1,1,868,12,1,0.626465,0,2
1,1,869,12,1,0.379395,1,0
1,1,870,12,1,0.064209,2,1
1,1,871,12,1,2.160156,2,2
1,1,872,12,1,0.757813,1,1
1,1,873,12,1,0.125732,0,1
1,1,874,12,1,0.416016,2,2
1,1,875,12,1,0.212158,0,0
1,1,876,12,1,0.228516,1,1
1,1,877,12,1,0.166748,2,2
1,1,878,12,1,0.622315,1,0
1,1,879,12,1,2.027588,1,1
1,1,880,12,1,0.150147,2,2
1,1,881,12,1,0.665283,1,0
1,1,882,12,1,1.068848,2,1
1,1,883,12,1,0.833008,2,2
1,1,884,12,1,0.326904,1,1
1,1,885,12,1,1.197754,0,1
1,1,886,12,1,0.821533,2,2
1,1,887,12,1,0.478272,0,0
1,1,888,12,1,0.236328,1,1
1,1,889,12,1,0.168945,2,2
1,1,890,12,1,0.172852,1,0
1,1,891,12,1,0.774414,2,1
1,1,892,12,1,4.153809,2,2
1,1,893,12,1,0.86792,1,1
1,1,894,12,1,0.16919,2,1
1,1,895,12,1,1.452637,0,2
1,1,896,12,1,0.253906,0,0
1,1,897,12,1,0.199707,1,1
1,1,898,12,1,0.169678,2,2
1,1,899,12,1,0.275879,1,0
1,1,900,12,1,0.212647,2,1
1,1,901,12,1,0.697022,2,2
1,1,902,12,1,0.210205,1,0
1,1,903,12,1,0.234375,2,1
1,1,904,12,1,0.360596,2,2
1,1,905,12,1,0.99292,1,1
1,1,906,12,1,0.173828,0,1
1,1,907,12,1,0.724121,0,2
1,1,908,12,1,0.178711,0,1
1,1,909,12,1,0.110107,0,1
1,1,910,12,1,0.35791,0,2
1,1,911,12,1,1.548096,1,0
1,1,912,12,1,0.044189,1,1
1,1,913,12,1,0.283691,2,2
1,1,914,12,1,0.111816,1,0
1,1,915,12,1,0.414063,1,1
1,1,916,12,1,0.174561,2,2
1,1,917,12,1,0.595703,0,0
1,1,918,12,1,0.172363,1,1
1,1,919,12,1,0.17627,2,2
1,1,920,12,1,0.224854,1,0
1,1,921,12,1,0.111572,1,1
1,1,922,12,1,0.796631,2,2
1,1,923,12,1,0.223389,0,1
1,1,924,12,1,0.727295,1,1
1,1,925,12,1,0.158203,1,2
1,1,926,12,1,0.57251,1,1
1,1,927,12,1,0.220947,1,1
1,1,928,12,1,0.202393,2,2
1,1,929,12,1,1.34375,1,0
1,1,930,12,1,0.174805,1,1
1,1,931,12,1,0.225586,2,2
1,1,932,12,1,0.201416,1,0
1,1,933,12,1,1.292236,1,1
1,1,934,12,1,0.180908,2,2
1,1,935,12,1,0.114258,1,0
1,1,936,12,1,0.443604,1,1
1,1,937,12,1,0.591553,1,2
1,1,938,12,1,2.603027,0,0
1,1,939,12,1,0.267822,1,1
1,1,940,12,1,0.444092,1,2
1,1,941,12,1,0.583252,1,0
1,1,942,12,1,0.025391,1,1
1,1,943,12,1,0.208252,2,2
1,1,944,12,1,0.174805,0,1
1,1,945,12,1,0.767578,2,1
1,1,946,12,1,0.427002,2,2
1,1,947,12,1,0.20044,0,1
1,1,948,12,1,1.634766,2,1
1,1,949,12,1,0.916016,0,2
1,1,950,12,1,0.265625,0,0
1,1,951,12,1,1.281494,2,1
1,1,952,12,1,0.310303,1,2
1,1,953,12,1,0.155029,1,0
1,1,954,12,1,0.858154,2,1
1,1,955,12,1,0.974121,2,2
1,1,956,12,1,0.326416,1,0
1,1,957,12,1,0.906494,1,1
1,1,958,12,1,0.260498,1,2
1,1,959,12,1,1.132568,1,0
1,1,960,12,1,1.14917,1,1
1,1,961,12,1,0.373535,2,2
1,1,962,12,1,0.468506,1,1
1,1,963,12,1,0.350342,2,1
1,1,964,12,1,0.455078,1,2
1,1,965,12,1,0.375244,0,1
1,1,966,12,1,0.423584,1,1
1,1,967,12,1,0.2229,2,2
1,1,968,12,1,0.13208,0,1
1,1,969,12,1,0.443848,1,1
1,1,970,12,1,0.178467,2,2
1,1,971,12,1,0.933106,1,0
1,1,972,12,1,1.138184,1,1
1,1,973,12,1,8.714111,1,2
1,1,974,12,1,2.675781,2,0
1,1,975,12,1,0.656738,1,1
1,1,976,12,1,0.754639,1,2
1,1,977,12,1,0.619141,2,0
1,1,978,12,1,1.552246,1,1
1,1,979,12,1,0.600342,2,2
1,1,980,12,1,9.75,1,0
1,1,981,12,1,0.111328,1,1
1,1,982,12,1,0.337158,2,2
1,1,983,12,1,1.355469,1,0
1,1,984,12,1,1.113281,1,1
1,1,985,12,1,0.449951,1,2
1,1,986,12,1,0.379395,1,1
1,1,987,12,1,0.884522,2,1
1,1,988,12,1,1.385986,0,2
1,1,989,12,1,0.723145,2,0
1,1,990,12,1,1.542969,1,1
1,1,991,12,1,0.188965,2,2
1,1,992,12,1,1.642578,1,0
1,1,993,12,1,0.048096,2,1
1,1,994,12,1,2.045166,2,2
1,1,995,12,1,0.999268,0,0
1,1,996,12,1,0.178955,1,1
1,1,997,12,1,0.185059,2,2
1,1,998,12,1,0.291016,1,0
1,1,999,12,1,0.27417,1,1
1,1,1000,12,1,0.135742,2,2
